"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1067","Contact form reports an invalid email and phone","Restful Booker Platform","2026-09-19","passed","2026-09-19","Home page","UI tests","",""
"","1","test_room_response_parses_api_payload_into_immutable_types","Restful Booker Platform","2026-09-19","passed","2026-09-19","API contracts","Framework unit tests","",""
"","218","Room collection matches the public contract","Restful Booker Platform","2026-09-19","passed","2026-09-19","Room service","API tests","",""
"","172","Created booking appears as an unavailable room period","Restful Booker Platform","2026-09-19","passed","2026-09-19","Report service","API tests","",""
"","1283","Selected room details are displayed","Restful Booker Platform","2026-09-19","passed","2026-09-19","Room reservation","UI tests","",""
"","1285","Administrator can sign in","Restful Booker Platform","2026-09-19","passed","2026-09-19","Administration","UI tests","",""
"","2424","User can submit a valid contact message","Restful Booker Platform","2026-09-19","passed","2026-09-19","Home page","UI tests","",""
"","1391","Guest form reports an invalid email and phone","Restful Booker Platform","2026-09-19","passed","2026-09-19","Room reservation","UI tests","",""
"","1422","User can cancel guest details entry","Restful Booker Platform","2026-09-19","passed","2026-09-19","Room reservation","UI tests","",""
"","738","Selected room details are displayed","Restful Booker Platform","2026-09-19","passed","2026-09-19","Room reservation","UI tests","",""
"","1264","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-09-19","passed","2026-09-19","Administration","UI tests","",""
"","1001","User can submit a valid contact message","Restful Booker Platform","2026-09-19","passed","2026-09-19","Home page","UI tests","",""
"","2309","Logout removes access to administration","Restful Booker Platform","2026-09-19","passed","2026-09-19","Administration","UI tests","",""
"","2524","Administrator can open the booking report","Restful Booker Platform","2026-09-19","passed","2026-09-19","Administration","UI tests","",""
"","141","Created room can be retrieved by identifier","Restful Booker Platform","2026-09-19","passed","2026-09-19","Room service","API tests","",""
"","5539","User can open a room from the public catalogue","Restful Booker Platform","2026-09-19","passed","2026-09-19","Home page","UI tests","",""
"","1428","User can open a room from the public catalogue","Restful Booker Platform","2026-09-19","passed","2026-09-19","Home page","UI tests","",""
"","2","test_schema_registry_accepts_valid_contract","Restful Booker Platform","2026-09-19","passed","2026-09-19","Schema validation","Framework unit tests","",""
"","0","test_settings_use_safe_sandbox_defaults","Restful Booker Platform","2026-09-19","passed","2026-09-19","Configuration","Framework unit tests","",""
"","142","Overlapping booking for the same room is rejected","Restful Booker Platform","2026-09-19","passed","2026-09-19","Booking service","API tests","",""
"","1","test_cleanup_reports_failure_after_attempting_remaining_resources","Restful Booker Platform","2026-09-19","passed","2026-09-19","Resource lifecycle","Framework unit tests","",""
"","0","test_token_response_rejects_non_string_token","Restful Booker Platform","2026-09-19","passed","2026-09-19","API contracts","Framework unit tests","",""
"","1173","Guest form reports an invalid email and phone","Restful Booker Platform","2026-09-19","passed","2026-09-19","Room reservation","UI tests","",""
"","0","test_settings_apply_environment_overrides","Restful Booker Platform","2026-09-19","passed","2026-09-19","Configuration","Framework unit tests","",""
"","166","Unknown message identifier returns not found","Restful Booker Platform","2026-09-19","skipped","2026-09-19","Message service","API tests","",""
"","1693","Selected room details are displayed","Restful Booker Platform","2026-09-19","passed","2026-09-19","Room reservation","UI tests","",""
"","314","Invalid credentials are rejected","Restful Booker Platform","2026-09-19","passed","2026-09-19","Authentication service","API tests","",""
"","245","New room report matches the public contract","Restful Booker Platform","2026-09-19","passed","2026-09-19","Report service","API tests","",""
"","458","A newly issued token is accepted by validation","Restful Booker Platform","2026-09-19","passed","2026-09-19","Authentication service","API tests","",""
"","0","test_settings_reject_non_positive_timeout","Restful Booker Platform","2026-09-19","passed","2026-09-19","Configuration","Framework unit tests","",""
"","262","Branding matches the public contract","Restful Booker Platform","2026-09-19","passed","2026-09-19","Branding service","API tests","",""
"","3431","Guest form reports an invalid email and phone","Restful Booker Platform","2026-09-19","passed","2026-09-19","Room reservation","UI tests","",""
"","1050","Guest form reports required names","Restful Booker Platform","2026-09-19","passed","2026-09-19","Room reservation","UI tests","",""
"","1760","Administrator can sign in","Restful Booker Platform","2026-09-19","passed","2026-09-19","Administration","UI tests","",""
"","1","test_cleanup_rediscovers_room_when_setup_failed_before_id_was_known","Restful Booker Platform","2026-09-19","passed","2026-09-19","Resource lifecycle","Framework unit tests","",""
"","3241","Administrator can sign in","Restful Booker Platform","2026-09-19","passed","2026-09-19","Administration","UI tests","",""
"","139","Booking rejects checkout before check-in","Restful Booker Platform","2026-09-19","passed","2026-09-19","Booking service","API tests","",""
"","3021","Invalid administrator credentials are rejected","Restful Booker Platform","2026-09-19","passed","2026-09-19","Administration","UI tests","",""
"","1614","Administrator can open the booking report","Restful Booker Platform","2026-09-19","passed","2026-09-19","Administration","UI tests","",""
"","2450","User can cancel guest details entry","Restful Booker Platform","2026-09-19","passed","2026-09-19","Room reservation","UI tests","",""
"","390","Valid credentials return the token contract","Restful Booker Platform","2026-09-19","passed","2026-09-19","Authentication service","API tests","",""
"","3245","Guest form reports required names","Restful Booker Platform","2026-09-19","passed","2026-09-19","Room reservation","UI tests","",""
"","147","Booking rejects invalid guest details","Restful Booker Platform","2026-09-19","passed","2026-09-19","Booking service","API tests","",""
"","1","test_response_log_fields_truncate_large_text_body","Restful Booker Platform","2026-09-19","passed","2026-09-19","HTTP diagnostics","Framework unit tests","",""
"","0","test_response_log_fields_redact_nested_json_and_sensitive_headers","Restful Booker Platform","2026-09-19","passed","2026-09-19","HTTP diagnostics","Framework unit tests","",""
"","1390","Guest form reports required names","Restful Booker Platform","2026-09-19","passed","2026-09-19","Room reservation","UI tests","",""
"","2","test_schema_registry_reports_every_violation_with_json_path","Restful Booker Platform","2026-09-19","passed","2026-09-19","Schema validation","Framework unit tests","",""
"","3164","User can submit a valid contact message","Restful Booker Platform","2026-09-19","passed","2026-09-19","Home page","UI tests","",""
"","3132","Contact form reports required fields","Restful Booker Platform","2026-09-19","passed","2026-09-19","Home page","UI tests","",""
"","143","Anonymous user cannot delete a message","Restful Booker Platform","2026-09-19","passed","2026-09-19","Message service","API tests","",""
"","0","test_report_step_propagates_wrapped_exception","Restful Booker Platform","2026-09-19","passed","2026-09-19","Reporting","Framework unit tests","",""
"","264","Anonymous user cannot create a room","Restful Booker Platform","2026-09-19","passed","2026-09-19","Room service","API tests","",""
"","1277","Primary navigation opens the contact section","Restful Booker Platform","2026-09-19","passed","2026-09-19","Home page","UI tests","",""
"","1328","Invalid administrator credentials are rejected","Restful Booker Platform","2026-09-19","passed","2026-09-19","Administration","UI tests","",""
"","455","Guest can create a contact message","Restful Booker Platform","2026-09-19","passed","2026-09-19","Message service","API tests","",""
"","915","Primary navigation opens the contact section","Restful Booker Platform","2026-09-19","passed","2026-09-19","Home page","UI tests","",""
"","246","Anonymous user cannot delete a room","Restful Booker Platform","2026-09-19","passed","2026-09-19","Room service","API tests","",""
"","320","Unknown authentication token is rejected","Restful Booker Platform","2026-09-19","passed","2026-09-19","Authentication service","API tests","",""
"","2166","Primary navigation opens the contact section","Restful Booker Platform","2026-09-19","passed","2026-09-19","Home page","UI tests","",""
"","548","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-09-19","passed","2026-09-19","Administration","UI tests","",""
"","421","Administrator can create an isolated room","Restful Booker Platform","2026-09-19","passed","2026-09-19","Room service","API tests","",""
"","942","User can cancel guest details entry","Restful Booker Platform","2026-09-19","passed","2026-09-19","Room reservation","UI tests","",""
"","1641","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-09-19","passed","2026-09-19","Administration","UI tests","",""
"","4286","Administrator can open the booking report","Restful Booker Platform","2026-09-19","passed","2026-09-19","Administration","UI tests","",""
"","0","test_report_step_uses_fixed_title_and_preserves_function_metadata","Restful Booker Platform","2026-09-19","passed","2026-09-19","Reporting","Framework unit tests","",""
"","222","Anonymous user cannot list room bookings","Restful Booker Platform","2026-09-19","passed","2026-09-19","Booking service","API tests","",""
"","2106","Price summary reflects the selected stay","Restful Booker Platform","2026-09-19","passed","2026-09-19","Room reservation","UI tests","",""
"","948","Contact form reports required fields","Restful Booker Platform","2026-09-19","passed","2026-09-19","Home page","UI tests","",""
"","1206","Contact form reports an invalid email and phone","Restful Booker Platform","2026-09-19","passed","2026-09-19","Home page","UI tests","",""
"","192","Contact message rejects an invalid email","Restful Booker Platform","2026-09-19","passed","2026-09-19","Message service","API tests","",""
"","1558","Invalid administrator credentials are rejected","Restful Booker Platform","2026-09-19","passed","2026-09-19","Administration","UI tests","",""
"","423","Guest can create a booking for an isolated room","Restful Booker Platform","2026-09-19","passed","2026-09-19","Booking service","API tests","",""
"","1","test_cleanup_accepts_failed_delete_when_resource_is_already_absent","Restful Booker Platform","2026-09-19","passed","2026-09-19","Resource lifecycle","Framework unit tests","",""
"","786","Price summary reflects the selected stay","Restful Booker Platform","2026-09-19","passed","2026-09-19","Room reservation","UI tests","",""
"","171","Administrator can retrieve a booking by identifier","Restful Booker Platform","2026-09-19","passed","2026-09-19","Booking service","API tests","",""
"","0","test_booking_collection_finds_exact_unique_guest","Restful Booker Platform","2026-09-19","passed","2026-09-19","API contracts","Framework unit tests","",""
"","155","Booked room is excluded from matching availability search","Restful Booker Platform","2026-09-19","passed","2026-09-19","Room service","API tests","",""
"","0","test_response_log_fields_fall_back_to_text_for_invalid_json","Restful Booker Platform","2026-09-19","passed","2026-09-19","HTTP diagnostics","Framework unit tests","",""
"","761","Price summary reflects the selected stay","Restful Booker Platform","2026-09-19","passed","2026-09-19","Room reservation","UI tests","",""
"","5044","Logout removes access to administration","Restful Booker Platform","2026-09-19","passed","2026-09-19","Administration","UI tests","",""
"","1","test_booking_request_serializes_external_field_names","Restful Booker Platform","2026-09-19","passed","2026-09-19","API contracts","Framework unit tests","",""
"","412","Administrator can mark a contact message as read","Restful Booker Platform","2026-09-19","passed","2026-09-19","Message service","API tests","",""
"","1080","Contact form reports required fields","Restful Booker Platform","2026-09-19","passed","2026-09-19","Home page","UI tests","",""
"","267","Unknown room identifier returns not found","Restful Booker Platform","2026-09-19","skipped","2026-09-19","Room service","API tests","",""
"","3336","Contact form reports an invalid email and phone","Restful Booker Platform","2026-09-19","passed","2026-09-19","Home page","UI tests","",""
"","194","Anonymous user cannot retrieve a booking by identifier","Restful Booker Platform","2026-09-19","passed","2026-09-19","Booking service","API tests","",""
"","2386","Logout removes access to administration","Restful Booker Platform","2026-09-19","passed","2026-09-19","Administration","UI tests","",""
"","0","test_request_log_fields_redact_credentials_headers_and_cookies","Restful Booker Platform","2026-09-19","passed","2026-09-19","HTTP diagnostics","Framework unit tests","",""
"","1964","User can open a room from the public catalogue","Restful Booker Platform","2026-09-19","passed","2026-09-19","Home page","UI tests","",""
"","1","test_cleanup_removes_resources_in_reverse_creation_order","Restful Booker Platform","2026-09-19","passed","2026-09-19","Resource lifecycle","Framework unit tests","",""
