"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_booking_request_serializes_external_field_names","Restful Booker Platform","2026-09-08","passed","2026-09-08","API contracts","Framework unit tests","",""
"","1592","Price summary reflects the selected stay","Restful Booker Platform","2026-09-08","passed","2026-09-08","Room reservation","UI tests","",""
"","200","Booking rejects invalid guest details","Restful Booker Platform","2026-09-08","passed","2026-09-08","Booking service","API tests","",""
"","1","test_schema_registry_reports_every_violation_with_json_path","Restful Booker Platform","2026-09-08","passed","2026-09-08","Schema validation","Framework unit tests","",""
"","1741","Guest form reports required names","Restful Booker Platform","2026-09-08","passed","2026-09-08","Room reservation","UI tests","",""
"","0","test_response_log_fields_redact_nested_json_and_sensitive_headers","Restful Booker Platform","2026-09-08","passed","2026-09-08","HTTP diagnostics","Framework unit tests","",""
"","371","Overlapping booking for the same room is rejected","Restful Booker Platform","2026-09-08","passed","2026-09-08","Booking service","API tests","",""
"","794","Guest can create a contact message","Restful Booker Platform","2026-09-08","passed","2026-09-08","Message service","API tests","",""
"","1583","Guest form reports an invalid email and phone","Restful Booker Platform","2026-09-08","passed","2026-09-08","Room reservation","UI tests","",""
"","1","test_cleanup_accepts_failed_delete_when_resource_is_already_absent","Restful Booker Platform","2026-09-08","passed","2026-09-08","Resource lifecycle","Framework unit tests","",""
"","219","Administrator can retrieve a booking by identifier","Restful Booker Platform","2026-09-08","passed","2026-09-08","Booking service","API tests","",""
"","2","test_schema_registry_accepts_valid_contract","Restful Booker Platform","2026-09-08","passed","2026-09-08","Schema validation","Framework unit tests","",""
"","805","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-09-08","passed","2026-09-08","Administration","UI tests","",""
"","874","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-09-08","passed","2026-09-08","Administration","UI tests","",""
"","942","User can cancel guest details entry","Restful Booker Platform","2026-09-08","passed","2026-09-08","Room reservation","UI tests","",""
"","377","Booking rejects checkout before check-in","Restful Booker Platform","2026-09-08","passed","2026-09-08","Booking service","API tests","",""
"","2881","Administrator can sign in","Restful Booker Platform","2026-09-08","passed","2026-09-08","Administration","UI tests","",""
"","218","Anonymous user cannot delete a message","Restful Booker Platform","2026-09-08","passed","2026-09-08","Message service","API tests","",""
"","855","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-09-08","passed","2026-09-08","Administration","UI tests","",""
"","0","test_token_response_rejects_non_string_token","Restful Booker Platform","2026-09-08","passed","2026-09-08","API contracts","Framework unit tests","",""
"","0","test_settings_reject_non_positive_timeout","Restful Booker Platform","2026-09-08","passed","2026-09-08","Configuration","Framework unit tests","",""
"","618","Guest can create a booking for an isolated room","Restful Booker Platform","2026-09-08","passed","2026-09-08","Booking service","API tests","",""
"","1","test_cleanup_rediscovers_room_when_setup_failed_before_id_was_known","Restful Booker Platform","2026-09-08","passed","2026-09-08","Resource lifecycle","Framework unit tests","",""
"","1956","Administrator can sign in","Restful Booker Platform","2026-09-08","passed","2026-09-08","Administration","UI tests","",""
"","1013","Primary navigation opens the contact section","Restful Booker Platform","2026-09-08","passed","2026-09-08","Home page","UI tests","",""
