"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1325","Contact form reports an invalid email and phone","Restful Booker Platform","2026-08-21","passed","2026-08-21","Home page","UI tests","",""
"","420","Unknown message identifier returns not found","Restful Booker Platform","2026-08-21","skipped","2026-08-21","Message service","API tests","",""
"","486","Room collection matches the public contract","Restful Booker Platform","2026-08-21","passed","2026-08-21","Room service","API tests","",""
"","969","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-08-21","passed","2026-08-21","Administration","UI tests","",""
"","319","Anonymous user cannot create a room","Restful Booker Platform","2026-08-21","passed","2026-08-21","Room service","API tests","",""
"","257","Created booking appears as an unavailable room period","Restful Booker Platform","2026-08-21","passed","2026-08-21","Report service","API tests","",""
"","1250","User can cancel guest details entry","Restful Booker Platform","2026-08-21","passed","2026-08-21","Room reservation","UI tests","",""
"","2384","Contact form reports an invalid email and phone","Restful Booker Platform","2026-08-21","passed","2026-08-21","Home page","UI tests","",""
"","917","Selected room details are displayed","Restful Booker Platform","2026-08-21","passed","2026-08-21","Room reservation","UI tests","",""
"","3557","Guest form reports required names","Restful Booker Platform","2026-08-21","passed","2026-08-21","Room reservation","UI tests","",""
"","1549","Price summary reflects the selected stay","Restful Booker Platform","2026-08-21","passed","2026-08-21","Room reservation","UI tests","",""
"","3257","Administrator can open the booking report","Restful Booker Platform","2026-08-21","passed","2026-08-21","Administration","UI tests","",""
"","2245","Invalid administrator credentials are rejected","Restful Booker Platform","2026-08-21","passed","2026-08-21","Administration","UI tests","",""
"","921","Primary navigation opens the contact section","Restful Booker Platform","2026-08-21","passed","2026-08-21","Home page","UI tests","",""
"","1922","Administrator can sign in","Restful Booker Platform","2026-08-21","passed","2026-08-21","Administration","UI tests","",""
"","2212","Administrator can sign in","Restful Booker Platform","2026-08-21","passed","2026-08-21","Administration","UI tests","",""
"","332","Branding matches the public contract","Restful Booker Platform","2026-08-21","passed","2026-08-21","Branding service","API tests","",""
"","286","New room report matches the public contract","Restful Booker Platform","2026-08-21","passed","2026-08-21","Report service","API tests","",""
