"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","803","Guest can create a contact message","Restful Booker Platform","2026-09-25","passed","2026-09-25","Message service","API tests","",""
"","1","test_message_discovery_reports_a_bounded_timeout","Restful Booker Platform","2026-09-25","passed","2026-09-25","API resource fixtures","Framework unit tests","",""
"","1","test_cleanup_reports_failure_after_attempting_remaining_resources","Restful Booker Platform","2026-09-25","passed","2026-09-25","Resource lifecycle","Framework unit tests","",""
"","503","Valid credentials return the token contract","Restful Booker Platform","2026-09-25","passed","2026-09-25","Authentication service","API tests","",""
"","858","User can cancel guest details entry","Restful Booker Platform","2026-09-25","passed","2026-09-25","Room reservation","UI tests","",""
"","388","Anonymous user cannot delete a message","Restful Booker Platform","2026-09-25","passed","2026-09-25","Message service","API tests","",""
"","0","test_settings_reject_invalid_base_url[ftp://example.test]","Restful Booker Platform","2026-09-25","passed","2026-09-25","Configuration","Framework unit tests","",""
"","1","test_closed_page_is_not_captured","Restful Booker Platform","2026-09-25","passed","2026-09-25","Browser diagnostics","Framework unit tests","",""
"","2011","Contact message rejects an invalid email","Restful Booker Platform","2026-09-25","passed","2026-09-25","Message service","API tests","",""
"","0","test_settings_reject_invalid_connect_timeout[-1]","Restful Booker Platform","2026-09-25","passed","2026-09-25","Configuration","Framework unit tests","",""
"","987","Contact form reports required fields","Restful Booker Platform","2026-09-25","passed","2026-09-25","Home page","UI tests","",""
"","0","test_booking_collection_finds_exact_unique_guest","Restful Booker Platform","2026-09-25","passed","2026-09-25","API contracts","Framework unit tests","",""
"","1","test_transport_returns_raw_responses_and_explicit_timeouts[404]","Restful Booker Platform","2026-09-25","passed","2026-09-25","HTTP transport","Framework unit tests","",""
"","235","Booked room is excluded from matching availability search","Restful Booker Platform","2026-09-25","passed","2026-09-25","Room service","API tests","",""
"","1","test_cleanup_removes_resources_in_reverse_creation_order","Restful Booker Platform","2026-09-25","passed","2026-09-25","Resource lifecycle","Framework unit tests","",""
"","0","test_settings_reject_invalid_base_url[example.test]","Restful Booker Platform","2026-09-25","passed","2026-09-25","Configuration","Framework unit tests","",""
"","364","Unknown message identifier returns not found","Restful Booker Platform","2026-09-25","skipped","2026-09-25","Message service","API tests","",""
"","1","test_message_discovery_retries_until_created_message_is_visible","Restful Booker Platform","2026-09-25","passed","2026-09-25","API resource fixtures","Framework unit tests","",""
"","1","test_admin_session_closes_when_login_response_cannot_be_parsed","Restful Booker Platform","2026-09-25","passed","2026-09-25","Session isolation","Framework unit tests","",""
"","387","Anonymous user cannot retrieve a booking by identifier","Restful Booker Platform","2026-09-25","passed","2026-09-25","Booking service","API tests","",""
"","1","test_cleanup_does_not_delete_reused_identifier_after_sandbox_reset","Restful Booker Platform","2026-09-25","passed","2026-09-25","Resource lifecycle","Framework unit tests","",""
"","0","test_room_response_parses_api_payload_into_immutable_types","Restful Booker Platform","2026-09-25","passed","2026-09-25","API contracts","Framework unit tests","",""
"","671","Primary navigation opens the contact section","Restful Booker Platform","2026-09-25","passed","2026-09-25","Home page","UI tests","",""
