"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","233","Created room can be retrieved by identifier","Restful Booker Platform","2026-08-20","passed","2026-08-20","Room service","API tests","",""
"","950","Primary navigation opens the contact section","Restful Booker Platform","2026-08-20","passed","2026-08-20","Home page","UI tests","",""
"","313","Created booking appears as an unavailable room period","Restful Booker Platform","2026-08-20","passed","2026-08-20","Report service","API tests","",""
"","276","Invalid credentials are rejected","Restful Booker Platform","2026-08-20","passed","2026-08-20","Authentication service","API tests","",""
"","348","Branding matches the public contract","Restful Booker Platform","2026-08-20","passed","2026-08-20","Branding service","API tests","",""
"","2328","Administrator can open the booking report","Restful Booker Platform","2026-08-20","passed","2026-08-20","Administration","UI tests","",""
"","1089","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-08-20","passed","2026-08-20","Administration","UI tests","",""
"","1852","User can submit a valid contact message","Restful Booker Platform","2026-08-20","passed","2026-08-20","Home page","UI tests","",""
"","408","Room collection matches the public contract","Restful Booker Platform","2026-08-20","passed","2026-08-20","Room service","API tests","",""
"","1","test_schema_registry_reports_every_violation_with_json_path","Restful Booker Platform","2026-08-20","passed","2026-08-20","Schema validation","Framework unit tests","",""
"","215","Booking rejects invalid guest details","Restful Booker Platform","2026-08-20","passed","2026-08-20","Booking service","API tests","",""
"","643","Guest can create a contact message","Restful Booker Platform","2026-08-20","passed","2026-08-20","Message service","API tests","",""
"","2020","Administrator can sign in","Restful Booker Platform","2026-08-20","passed","2026-08-20","Administration","UI tests","",""
"","2360","Administrator can open the booking report","Restful Booker Platform","2026-08-20","passed","2026-08-20","Administration","UI tests","",""
"","1392","Guest form reports an invalid email and phone","Restful Booker Platform","2026-08-20","passed","2026-08-20","Room reservation","UI tests","",""
"","242","Booked room is excluded from matching availability search","Restful Booker Platform","2026-08-20","passed","2026-08-20","Room service","API tests","",""
"","0","test_response_log_fields_redact_nested_json_and_sensitive_headers","Restful Booker Platform","2026-08-20","passed","2026-08-20","HTTP diagnostics","Framework unit tests","",""
"","1421","User can cancel guest details entry","Restful Booker Platform","2026-08-20","passed","2026-08-20","Room reservation","UI tests","",""
"","3158","User can submit a valid contact message","Restful Booker Platform","2026-08-20","passed","2026-08-20","Home page","UI tests","",""
"","10472","User can open a room from the public catalogue","Restful Booker Platform","2026-08-20","failed","2026-08-20","Home page","UI tests","",""
"","0","test_settings_reject_non_positive_timeout","Restful Booker Platform","2026-08-20","passed","2026-08-20","Configuration","Framework unit tests","",""
"","2111","Contact form reports an invalid email and phone","Restful Booker Platform","2026-08-20","passed","2026-08-20","Home page","UI tests","",""
"","10486","User can open a room from the public catalogue","Restful Booker Platform","2026-08-20","failed","2026-08-20","Home page","UI tests","",""
"","2","test_schema_registry_accepts_valid_contract","Restful Booker Platform","2026-08-20","passed","2026-08-20","Schema validation","Framework unit tests","",""
"","1","test_cleanup_removes_resources_in_reverse_creation_order","Restful Booker Platform","2026-08-20","passed","2026-08-20","Resource lifecycle","Framework unit tests","",""
"","2384","Invalid administrator credentials are rejected","Restful Booker Platform","2026-08-20","passed","2026-08-20","Administration","UI tests","",""
"","1355","Selected room details are displayed","Restful Booker Platform","2026-08-20","passed","2026-08-20","Room reservation","UI tests","",""
"","3282","Logout removes access to administration","Restful Booker Platform","2026-08-20","passed","2026-08-20","Administration","UI tests","",""
"","1375","Contact form reports an invalid email and phone","Restful Booker Platform","2026-08-20","passed","2026-08-20","Home page","UI tests","",""
"","425","Unknown message identifier returns not found","Restful Booker Platform","2026-08-20","skipped","2026-08-20","Message service","API tests","",""
"","1384","Price summary reflects the selected stay","Restful Booker Platform","2026-08-20","passed","2026-08-20","Room reservation","UI tests","",""
"","976","Price summary reflects the selected stay","Restful Booker Platform","2026-08-20","passed","2026-08-20","Room reservation","UI tests","",""
"","1451","Contact form reports required fields","Restful Booker Platform","2026-08-20","passed","2026-08-20","Home page","UI tests","",""
"","0","test_booking_request_serializes_external_field_names","Restful Booker Platform","2026-08-20","passed","2026-08-20","API contracts","Framework unit tests","",""
"","213","Anonymous user cannot delete a message","Restful Booker Platform","2026-08-20","passed","2026-08-20","Message service","API tests","",""
"","812","Selected room details are displayed","Restful Booker Platform","2026-08-20","passed","2026-08-20","Room reservation","UI tests","",""
"","212","Anonymous user cannot delete a room","Restful Booker Platform","2026-08-20","passed","2026-08-20","Room service","API tests","",""
"","0","test_report_step_uses_fixed_title_and_preserves_function_metadata","Restful Booker Platform","2026-08-20","passed","2026-08-20","Reporting","Framework unit tests","",""
"","1","test_cleanup_reports_failure_after_attempting_remaining_resources","Restful Booker Platform","2026-08-20","passed","2026-08-20","Resource lifecycle","Framework unit tests","",""
"","10545","User can open a room from the public catalogue","Restful Booker Platform","2026-08-20","failed","2026-08-20","Home page","UI tests","",""
"","528","Guest can create a booking for an isolated room","Restful Booker Platform","2026-08-20","passed","2026-08-20","Booking service","API tests","",""
"","697","Unknown authentication token is rejected","Restful Booker Platform","2026-08-20","passed","2026-08-20","Authentication service","API tests","",""
"","204","Anonymous user cannot retrieve a booking by identifier","Restful Booker Platform","2026-08-20","passed","2026-08-20","Booking service","API tests","",""
"","0","test_token_response_rejects_non_string_token","Restful Booker Platform","2026-08-20","passed","2026-08-20","API contracts","Framework unit tests","",""
"","789","Administrator can mark a contact message as read","Restful Booker Platform","2026-08-20","passed","2026-08-20","Message service","API tests","",""
"","389","Overlapping booking for the same room is rejected","Restful Booker Platform","2026-08-20","passed","2026-08-20","Booking service","API tests","",""
"","1454","Invalid administrator credentials are rejected","Restful Booker Platform","2026-08-20","passed","2026-08-20","Administration","UI tests","",""
"","1385","User can cancel guest details entry","Restful Booker Platform","2026-08-20","passed","2026-08-20","Room reservation","UI tests","",""
"","792","Administrator can create an isolated room","Restful Booker Platform","2026-08-20","passed","2026-08-20","Room service","API tests","",""
"","0","test_response_log_fields_fall_back_to_text_for_invalid_json","Restful Booker Platform","2026-08-20","passed","2026-08-20","HTTP diagnostics","Framework unit tests","",""
"","388","Unknown room identifier returns not found","Restful Booker Platform","2026-08-20","skipped","2026-08-20","Room service","API tests","",""
"","1067","User can cancel guest details entry","Restful Booker Platform","2026-08-20","passed","2026-08-20","Room reservation","UI tests","",""
"","198","Booking rejects checkout before check-in","Restful Booker Platform","2026-08-20","passed","2026-08-20","Booking service","API tests","",""
"","1683","Administrator can sign in","Restful Booker Platform","2026-08-20","passed","2026-08-20","Administration","UI tests","",""
"","2184","Guest form reports an invalid email and phone","Restful Booker Platform","2026-08-20","passed","2026-08-20","Room reservation","UI tests","",""
"","2176","Guest form reports an invalid email and phone","Restful Booker Platform","2026-08-20","passed","2026-08-20","Room reservation","UI tests","",""
"","623","Valid credentials return the token contract","Restful Booker Platform","2026-08-20","passed","2026-08-20","Authentication service","API tests","",""
"","1349","Guest form reports required names","Restful Booker Platform","2026-08-20","passed","2026-08-20","Room reservation","UI tests","",""
"","1","test_cleanup_accepts_failed_delete_when_resource_is_already_absent","Restful Booker Platform","2026-08-20","passed","2026-08-20","Resource lifecycle","Framework unit tests","",""
"","2466","Administrator can sign in","Restful Booker Platform","2026-08-20","passed","2026-08-20","Administration","UI tests","",""
"","3012","Guest form reports required names","Restful Booker Platform","2026-08-20","passed","2026-08-20","Room reservation","UI tests","",""
"","281","Administrator can retrieve a booking by identifier","Restful Booker Platform","2026-08-20","passed","2026-08-20","Booking service","API tests","",""
"","1","test_cleanup_rediscovers_room_when_setup_failed_before_id_was_known","Restful Booker Platform","2026-08-20","passed","2026-08-20","Resource lifecycle","Framework unit tests","",""
"","0","test_request_log_fields_redact_credentials_headers_and_cookies","Restful Booker Platform","2026-08-20","passed","2026-08-20","HTTP diagnostics","Framework unit tests","",""
