"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_request_log_fields_redact_credentials_headers_and_cookies","Restful Booker Platform","2026-09-17","passed","2026-09-17","HTTP diagnostics","Framework unit tests","",""
"","1510","User can cancel guest details entry","Restful Booker Platform","2026-09-17","passed","2026-09-17","Room reservation","UI tests","",""
"","1282","Contact form reports required fields","Restful Booker Platform","2026-09-17","passed","2026-09-17","Home page","UI tests","",""
"","223","Created room can be retrieved by identifier","Restful Booker Platform","2026-09-17","passed","2026-09-17","Room service","API tests","",""
"","1","test_cleanup_reports_failure_after_attempting_remaining_resources","Restful Booker Platform","2026-09-17","passed","2026-09-17","Resource lifecycle","Framework unit tests","",""
"","3177","Administrator can open the booking report","Restful Booker Platform","2026-09-17","passed","2026-09-17","Administration","UI tests","",""
"","1653","Administrator can open the booking report","Restful Booker Platform","2026-09-17","passed","2026-09-17","Administration","UI tests","",""
"","926","Primary navigation opens the contact section","Restful Booker Platform","2026-09-17","passed","2026-09-17","Home page","UI tests","",""
"","1","test_booking_collection_finds_exact_unique_guest","Restful Booker Platform","2026-09-17","passed","2026-09-17","API contracts","Framework unit tests","",""
"","1845","Logout removes access to administration","Restful Booker Platform","2026-09-17","passed","2026-09-17","Administration","UI tests","",""
"","1250","User can submit a valid contact message","Restful Booker Platform","2026-09-17","passed","2026-09-17","Home page","UI tests","",""
"","123","Anonymous user cannot delete a room","Restful Booker Platform","2026-09-17","passed","2026-09-17","Room service","API tests","",""
"","354","Administrator can create an isolated room","Restful Booker Platform","2026-09-17","failed","2026-09-17","Room service","API tests","",""
"","766","Selected room details are displayed","Restful Booker Platform","2026-09-17","passed","2026-09-17","Room reservation","UI tests","",""
"","1235","Contact form reports an invalid email and phone","Restful Booker Platform","2026-09-17","passed","2026-09-17","Home page","UI tests","",""
"","0","test_report_step_propagates_wrapped_exception","Restful Booker Platform","2026-09-17","passed","2026-09-17","Reporting","Framework unit tests","",""
"","212","Booked room is excluded from matching availability search","Restful Booker Platform","2026-09-17","passed","2026-09-17","Room service","API tests","",""
"","732","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-09-17","passed","2026-09-17","Administration","UI tests","",""
"","2571","Logout removes access to administration","Restful Booker Platform","2026-09-17","passed","2026-09-17","Administration","UI tests","",""
"","2","test_schema_registry_accepts_valid_contract","Restful Booker Platform","2026-09-17","passed","2026-09-17","Schema validation","Framework unit tests","",""
"","1","test_settings_reject_non_positive_timeout","Restful Booker Platform","2026-09-17","passed","2026-09-17","Configuration","Framework unit tests","",""
"","0","Overlapping booking for the same room is rejected","Restful Booker Platform","2026-09-17","broken","2026-09-17","Booking service","API tests","",""
"","2960","User can open a room from the public catalogue","Restful Booker Platform","2026-09-17","passed","2026-09-17","Home page","UI tests","",""
"","1843","Guest form reports required names","Restful Booker Platform","2026-09-17","passed","2026-09-17","Room reservation","UI tests","",""
"","0","test_settings_apply_environment_overrides","Restful Booker Platform","2026-09-17","passed","2026-09-17","Configuration","Framework unit tests","",""
"","1451","Guest form reports an invalid email and phone","Restful Booker Platform","2026-09-17","passed","2026-09-17","Room reservation","UI tests","",""
"","2563","User can submit a valid contact message","Restful Booker Platform","2026-09-17","passed","2026-09-17","Home page","UI tests","",""
"","1770","Guest form reports required names","Restful Booker Platform","2026-09-17","passed","2026-09-17","Room reservation","UI tests","",""
"","1335","Guest form reports required names","Restful Booker Platform","2026-09-17","passed","2026-09-17","Room reservation","UI tests","",""
"","1229","User can submit a valid contact message","Restful Booker Platform","2026-09-17","passed","2026-09-17","Home page","UI tests","",""
