"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","test_request_log_fields_redact_credentials_headers_and_cookies","Restful Booker Platform","2026-09-24","passed","2026-09-24","HTTP diagnostics","Framework unit tests","",""
"","0","test_response_log_fields_truncate_large_text_body","Restful Booker Platform","2026-09-24","passed","2026-09-24","HTTP diagnostics","Framework unit tests","",""
"","1773","Contact form reports required fields","Restful Booker Platform","2026-09-24","passed","2026-09-24","Home page","UI tests","",""
"","381","Branding matches the public contract","Restful Booker Platform","2026-09-24","passed","2026-09-24","Branding service","API tests","",""
"","2445","Logout removes access to administration","Restful Booker Platform","2026-09-24","passed","2026-09-24","Administration","UI tests","",""
"","973","Primary navigation opens the contact section","Restful Booker Platform","2026-09-24","passed","2026-09-24","Home page","UI tests","",""
"","547","Overlapping booking for the same room is rejected","Restful Booker Platform","2026-09-24","passed","2026-09-24","Booking service","API tests","",""
"","1837","Invalid administrator credentials are rejected","Restful Booker Platform","2026-09-24","passed","2026-09-24","Administration","UI tests","",""
"","1219","Guest can create a booking for an isolated room","Restful Booker Platform","2026-09-24","passed","2026-09-24","Booking service","API tests","",""
"","574","Administrator can mark a contact message as read","Restful Booker Platform","2026-09-24","passed","2026-09-24","Message service","API tests","",""
"","0","test_settings_use_safe_sandbox_defaults","Restful Booker Platform","2026-09-24","passed","2026-09-24","Configuration","Framework unit tests","",""
"","2111","Guest form reports required names","Restful Booker Platform","2026-09-24","passed","2026-09-24","Room reservation","UI tests","",""
"","1447","Selected room details are displayed","Restful Booker Platform","2026-09-24","passed","2026-09-24","Room reservation","UI tests","",""
"","913","Contact form reports required fields","Restful Booker Platform","2026-09-24","passed","2026-09-24","Home page","UI tests","",""
"","1146","Primary navigation opens the contact section","Restful Booker Platform","2026-09-24","passed","2026-09-24","Home page","UI tests","",""
"","877","User can cancel guest details entry","Restful Booker Platform","2026-09-24","passed","2026-09-24","Room reservation","UI tests","",""
"","2078","User can open a room from the public catalogue","Restful Booker Platform","2026-09-24","passed","2026-09-24","Home page","UI tests","",""
"","1608","Invalid administrator credentials are rejected","Restful Booker Platform","2026-09-24","passed","2026-09-24","Administration","UI tests","",""
"","211","Administrator can retrieve a booking by identifier","Restful Booker Platform","2026-09-24","passed","2026-09-24","Booking service","API tests","",""
"","743","Primary navigation opens the contact section","Restful Booker Platform","2026-09-24","passed","2026-09-24","Home page","UI tests","",""
"","1222","New room report matches the public contract","Restful Booker Platform","2026-09-24","passed","2026-09-24","Report service","API tests","",""
"","362","Anonymous user cannot retrieve a booking by identifier","Restful Booker Platform","2026-09-24","passed","2026-09-24","Booking service","API tests","",""
"","3112","User can open a room from the public catalogue","Restful Booker Platform","2026-09-24","passed","2026-09-24","Home page","UI tests","",""
"","1243","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-09-24","passed","2026-09-24","Administration","UI tests","",""
"","1416","Administrator can sign in","Restful Booker Platform","2026-09-24","passed","2026-09-24","Administration","UI tests","",""
"","393","Invalid credentials are rejected","Restful Booker Platform","2026-09-24","passed","2026-09-24","Authentication service","API tests","",""
"","952","Contact form reports an invalid email and phone","Restful Booker Platform","2026-09-24","passed","2026-09-24","Home page","UI tests","",""
"","0","test_booking_request_serializes_external_field_names","Restful Booker Platform","2026-09-24","passed","2026-09-24","API contracts","Framework unit tests","",""
"","0","test_room_response_parses_api_payload_into_immutable_types","Restful Booker Platform","2026-09-24","passed","2026-09-24","API contracts","Framework unit tests","",""
"","831","Price summary reflects the selected stay","Restful Booker Platform","2026-09-24","passed","2026-09-24","Room reservation","UI tests","",""
"","930","User can submit a valid contact message","Restful Booker Platform","2026-09-24","passed","2026-09-24","Home page","UI tests","",""
"","0","test_settings_apply_environment_overrides","Restful Booker Platform","2026-09-24","passed","2026-09-24","Configuration","Framework unit tests","",""
"","598","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-09-24","passed","2026-09-24","Administration","UI tests","",""
"","645","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-09-24","passed","2026-09-24","Administration","UI tests","",""
"","2","test_schema_registry_accepts_valid_contract","Restful Booker Platform","2026-09-24","passed","2026-09-24","Schema validation","Framework unit tests","",""
"","1789","Guest form reports required names","Restful Booker Platform","2026-09-24","passed","2026-09-24","Room reservation","UI tests","",""
"","2118","Logout removes access to administration","Restful Booker Platform","2026-09-24","passed","2026-09-24","Administration","UI tests","",""
"","237","Unknown room identifier returns not found","Restful Booker Platform","2026-09-24","skipped","2026-09-24","Room service","API tests","",""
"","352","Created room can be retrieved by identifier","Restful Booker Platform","2026-09-24","passed","2026-09-24","Room service","API tests","",""
"","0","test_settings_reject_non_positive_timeout","Restful Booker Platform","2026-09-24","passed","2026-09-24","Configuration","Framework unit tests","",""
"","1053","Guest form reports required names","Restful Booker Platform","2026-09-24","passed","2026-09-24","Room reservation","UI tests","",""
"","0","test_report_step_propagates_wrapped_exception","Restful Booker Platform","2026-09-24","passed","2026-09-24","Reporting","Framework unit tests","",""
