"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_room_response_parses_api_payload_into_immutable_types","Restful Booker Platform","2026-08-29","passed","2026-08-29","API contracts","Framework unit tests","",""
"","0","test_settings_reject_non_positive_timeout","Restful Booker Platform","2026-08-29","passed","2026-08-29","Configuration","Framework unit tests","",""
"","165","Unknown authentication token is rejected","Restful Booker Platform","2026-08-29","passed","2026-08-29","Authentication service","API tests","",""
"","134","Booking rejects checkout before check-in","Restful Booker Platform","2026-08-29","passed","2026-08-29","Booking service","API tests","",""
"","802","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-08-29","passed","2026-08-29","Administration","UI tests","",""
"","703","Primary navigation opens the contact section","Restful Booker Platform","2026-08-29","passed","2026-08-29","Home page","UI tests","",""
"","1632","User can submit a valid contact message","Restful Booker Platform","2026-08-29","passed","2026-08-29","Home page","UI tests","",""
"","1247","Guest form reports an invalid email and phone","Restful Booker Platform","2026-08-29","passed","2026-08-29","Room reservation","UI tests","",""
"","1","test_schema_registry_reports_every_violation_with_json_path","Restful Booker Platform","2026-08-29","passed","2026-08-29","Schema validation","Framework unit tests","",""
"","2063","Guest form reports required names","Restful Booker Platform","2026-08-29","passed","2026-08-29","Room reservation","UI tests","",""
"","1586","Invalid administrator credentials are rejected","Restful Booker Platform","2026-08-29","passed","2026-08-29","Administration","UI tests","",""
"","1","test_cleanup_reports_failure_after_attempting_remaining_resources","Restful Booker Platform","2026-08-29","passed","2026-08-29","Resource lifecycle","Framework unit tests","",""
"","1278","Administrator can sign in","Restful Booker Platform","2026-08-29","passed","2026-08-29","Administration","UI tests","",""
"","1126","User can cancel guest details entry","Restful Booker Platform","2026-08-29","passed","2026-08-29","Room reservation","UI tests","",""
"","151","Anonymous user cannot delete a message","Restful Booker Platform","2026-08-29","passed","2026-08-29","Message service","API tests","",""
