"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","278","Anonymous user cannot delete a message","Restful Booker Platform","2026-08-13","passed","2026-08-13","Message service","API tests","",""
"","240","Anonymous user cannot delete a room","Restful Booker Platform","2026-08-13","passed","2026-08-13","Room service","API tests","",""
"","396","Created booking appears as an unavailable room period","Restful Booker Platform","2026-08-13","passed","2026-08-13","Report service","API tests","",""
"","2321","Administrator can sign in","Restful Booker Platform","2026-08-13","passed","2026-08-13","Administration","UI tests","",""
"","1","test_schema_registry_accepts_valid_contract","Restful Booker Platform","2026-08-13","passed","2026-08-13","Schema validation","Framework unit tests","",""
"","419","Unknown authentication token is rejected","Restful Booker Platform","2026-08-13","passed","2026-08-13","Authentication service","API tests","",""
"","403","Room collection matches the public contract","Restful Booker Platform","2026-08-13","passed","2026-08-13","Room service","API tests","",""
"","1","test_response_log_fields_redact_nested_json_and_sensitive_headers","Restful Booker Platform","2026-08-13","passed","2026-08-13","HTTP diagnostics","Framework unit tests","",""
"","925","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-08-13","passed","2026-08-13","Administration","UI tests","",""
"","444","Unknown room identifier returns not found","Restful Booker Platform","2026-08-13","skipped","2026-08-13","Room service","API tests","",""
"","0","test_settings_reject_non_positive_timeout","Restful Booker Platform","2026-08-13","passed","2026-08-13","Configuration","Framework unit tests","",""
"","407","New room report matches the public contract","Restful Booker Platform","2026-08-13","passed","2026-08-13","Report service","API tests","",""
"","1749","Invalid administrator credentials are rejected","Restful Booker Platform","2026-08-13","passed","2026-08-13","Administration","UI tests","",""
"","650","Guest can create a booking for an isolated room","Restful Booker Platform","2026-08-13","passed","2026-08-13","Booking service","API tests","",""
"","1720","Contact form reports required fields","Restful Booker Platform","2026-08-13","passed","2026-08-13","Home page","UI tests","",""
"","1","test_cleanup_rediscovers_room_when_setup_failed_before_id_was_known","Restful Booker Platform","2026-08-13","passed","2026-08-13","Resource lifecycle","Framework unit tests","",""
"","1","test_cleanup_removes_resources_in_reverse_creation_order","Restful Booker Platform","2026-08-13","passed","2026-08-13","Resource lifecycle","Framework unit tests","",""
"","644","Administrator can mark a contact message as read","Restful Booker Platform","2026-08-13","passed","2026-08-13","Message service","API tests","",""
"","418","Booked room is excluded from matching availability search","Restful Booker Platform","2026-08-13","passed","2026-08-13","Room service","API tests","",""
"","2545","Invalid administrator credentials are rejected","Restful Booker Platform","2026-08-13","passed","2026-08-13","Administration","UI tests","",""
"","1314","Selected room details are displayed","Restful Booker Platform","2026-08-13","passed","2026-08-13","Room reservation","UI tests","",""
"","966","User can cancel guest details entry","Restful Booker Platform","2026-08-13","passed","2026-08-13","Room reservation","UI tests","",""
