"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","370","Administrator can create an isolated room","Restful Booker Platform","2026-08-30","passed","2026-08-30","Room service","API tests","",""
"","1","test_request_log_fields_redact_credentials_headers_and_cookies","Restful Booker Platform","2026-08-30","passed","2026-08-30","HTTP diagnostics","Framework unit tests","",""
"","206","Unknown message identifier returns not found","Restful Booker Platform","2026-08-30","skipped","2026-08-30","Message service","API tests","",""
"","1268","Contact form reports an invalid email and phone","Restful Booker Platform","2026-08-30","passed","2026-08-30","Home page","UI tests","",""
"","1","test_room_response_parses_api_payload_into_immutable_types","Restful Booker Platform","2026-08-30","passed","2026-08-30","API contracts","Framework unit tests","",""
"","226","Contact message rejects an invalid email","Restful Booker Platform","2026-08-30","passed","2026-08-30","Message service","API tests","",""
"","0","test_booking_request_serializes_external_field_names","Restful Booker Platform","2026-08-30","passed","2026-08-30","API contracts","Framework unit tests","",""
"","248","Unknown authentication token is rejected","Restful Booker Platform","2026-08-30","passed","2026-08-30","Authentication service","API tests","",""
"","1596","Guest form reports an invalid email and phone","Restful Booker Platform","2026-08-30","passed","2026-08-30","Room reservation","UI tests","",""
"","994","User can cancel guest details entry","Restful Booker Platform","2026-08-30","passed","2026-08-30","Room reservation","UI tests","",""
"","171","Unknown room identifier returns not found","Restful Booker Platform","2026-08-30","skipped","2026-08-30","Room service","API tests","",""
"","127","Anonymous user cannot retrieve a booking by identifier","Restful Booker Platform","2026-08-30","passed","2026-08-30","Booking service","API tests","",""
"","0","test_report_step_uses_fixed_title_and_preserves_function_metadata","Restful Booker Platform","2026-08-30","passed","2026-08-30","Reporting","Framework unit tests","",""
"","840","Primary navigation opens the contact section","Restful Booker Platform","2026-08-30","passed","2026-08-30","Home page","UI tests","",""
"","105","Anonymous user cannot list room bookings","Restful Booker Platform","2026-08-30","passed","2026-08-30","Booking service","API tests","",""
"","211","Anonymous user cannot delete a message","Restful Booker Platform","2026-08-30","passed","2026-08-30","Message service","API tests","",""
"","1752","Administrator can open the booking report","Restful Booker Platform","2026-08-30","passed","2026-08-30","Administration","UI tests","",""
"","165","New room report matches the public contract","Restful Booker Platform","2026-08-30","passed","2026-08-30","Report service","API tests","",""
"","2987","Contact form reports an invalid email and phone","Restful Booker Platform","2026-08-30","passed","2026-08-30","Home page","UI tests","",""
"","0","test_token_response_rejects_non_string_token","Restful Booker Platform","2026-08-30","passed","2026-08-30","API contracts","Framework unit tests","",""
"","0","test_report_step_propagates_wrapped_exception","Restful Booker Platform","2026-08-30","passed","2026-08-30","Reporting","Framework unit tests","",""
"","0","test_settings_use_safe_sandbox_defaults","Restful Booker Platform","2026-08-30","passed","2026-08-30","Configuration","Framework unit tests","",""
"","2291","Guest form reports required names","Restful Booker Platform","2026-08-30","passed","2026-08-30","Room reservation","UI tests","",""
"","2506","Logout removes access to administration","Restful Booker Platform","2026-08-30","passed","2026-08-30","Administration","UI tests","",""
"","247","Invalid credentials are rejected","Restful Booker Platform","2026-08-30","passed","2026-08-30","Authentication service","API tests","",""
"","104","Overlapping booking for the same room is rejected","Restful Booker Platform","2026-08-30","passed","2026-08-30","Booking service","API tests","",""
"","1351","Administrator can sign in","Restful Booker Platform","2026-08-30","passed","2026-08-30","Administration","UI tests","",""
"","0","test_response_log_fields_fall_back_to_text_for_invalid_json","Restful Booker Platform","2026-08-30","passed","2026-08-30","HTTP diagnostics","Framework unit tests","",""
"","0","test_settings_apply_environment_overrides","Restful Booker Platform","2026-08-30","passed","2026-08-30","Configuration","Framework unit tests","",""
"","1912","Administrator can sign in","Restful Booker Platform","2026-08-30","passed","2026-08-30","Administration","UI tests","",""
"","928","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-08-30","passed","2026-08-30","Administration","UI tests","",""
"","868","Price summary reflects the selected stay","Restful Booker Platform","2026-08-30","passed","2026-08-30","Room reservation","UI tests","",""
"","2584","Administrator can open the booking report","Restful Booker Platform","2026-08-30","passed","2026-08-30","Administration","UI tests","",""
"","1680","Invalid administrator credentials are rejected","Restful Booker Platform","2026-08-30","passed","2026-08-30","Administration","UI tests","",""
"","0","test_booking_collection_finds_exact_unique_guest","Restful Booker Platform","2026-08-30","passed","2026-08-30","API contracts","Framework unit tests","",""
"","1","test_cleanup_reports_failure_after_attempting_remaining_resources","Restful Booker Platform","2026-08-30","passed","2026-08-30","Resource lifecycle","Framework unit tests","",""
"","107","Booking rejects checkout before check-in","Restful Booker Platform","2026-08-30","passed","2026-08-30","Booking service","API tests","",""
"","2","test_schema_registry_accepts_valid_contract","Restful Booker Platform","2026-08-30","passed","2026-08-30","Schema validation","Framework unit tests","",""
"","1588","Invalid administrator credentials are rejected","Restful Booker Platform","2026-08-30","passed","2026-08-30","Administration","UI tests","",""
"","1317","Selected room details are displayed","Restful Booker Platform","2026-08-30","passed","2026-08-30","Room reservation","UI tests","",""
