"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2303","Contact form reports an invalid email and phone","Restful Booker Platform","2026-09-12","passed","2026-09-12","Home page","UI tests","",""
"","1018","Guest form reports required names","Restful Booker Platform","2026-09-12","passed","2026-09-12","Room reservation","UI tests","",""
"","1043","Contact form reports required fields","Restful Booker Platform","2026-09-12","passed","2026-09-12","Home page","UI tests","",""
"","222","Unknown room identifier returns not found","Restful Booker Platform","2026-09-12","skipped","2026-09-12","Room service","API tests","",""
"","1","test_settings_reject_non_positive_timeout","Restful Booker Platform","2026-09-12","passed","2026-09-12","Configuration","Framework unit tests","",""
"","411","Invalid credentials are rejected","Restful Booker Platform","2026-09-12","passed","2026-09-12","Authentication service","API tests","",""
"","1398","Primary navigation opens the contact section","Restful Booker Platform","2026-09-12","passed","2026-09-12","Home page","UI tests","",""
"","610","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-09-12","passed","2026-09-12","Administration","UI tests","",""
"","0","test_response_log_fields_redact_nested_json_and_sensitive_headers","Restful Booker Platform","2026-09-12","passed","2026-09-12","HTTP diagnostics","Framework unit tests","",""
"","2195","Guest form reports an invalid email and phone","Restful Booker Platform","2026-09-12","passed","2026-09-12","Room reservation","UI tests","",""
"","1063","Guest form reports required names","Restful Booker Platform","2026-09-12","passed","2026-09-12","Room reservation","UI tests","",""
"","1889","Administrator can open the booking report","Restful Booker Platform","2026-09-12","passed","2026-09-12","Administration","UI tests","",""
"","158","Booking rejects checkout before check-in","Restful Booker Platform","2026-09-12","passed","2026-09-12","Booking service","API tests","",""
"","1053","User can submit a valid contact message","Restful Booker Platform","2026-09-12","passed","2026-09-12","Home page","UI tests","",""
"","2160","Logout removes access to administration","Restful Booker Platform","2026-09-12","passed","2026-09-12","Administration","UI tests","",""
"","617","Primary navigation opens the contact section","Restful Booker Platform","2026-09-12","passed","2026-09-12","Home page","UI tests","",""
"","610","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-09-12","passed","2026-09-12","Administration","UI tests","",""
"","0","test_cleanup_accepts_failed_delete_when_resource_is_already_absent","Restful Booker Platform","2026-09-12","passed","2026-09-12","Resource lifecycle","Framework unit tests","",""
"","4084","User can open a room from the public catalogue","Restful Booker Platform","2026-09-12","passed","2026-09-12","Home page","UI tests","",""
"","182","Administrator can retrieve a booking by identifier","Restful Booker Platform","2026-09-12","passed","2026-09-12","Booking service","API tests","",""
"","700","A newly issued token is accepted by validation","Restful Booker Platform","2026-09-12","passed","2026-09-12","Authentication service","API tests","",""
"","214","Anonymous user cannot create a room","Restful Booker Platform","2026-09-12","passed","2026-09-12","Room service","API tests","",""
