"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","880","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-08-11","passed","2026-08-11","Administration","UI tests","",""
"","245","Anonymous user cannot retrieve a booking by identifier","Restful Booker Platform","2026-08-11","passed","2026-08-11","Booking service","API tests","",""
"","8808","Valid credentials return the token contract","Restful Booker Platform","2026-08-11","passed","2026-08-11","Authentication service","API tests","",""
"","718","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-08-11","passed","2026-08-11","Administration","UI tests","",""
"","2399","User can submit a valid contact message","Restful Booker Platform","2026-08-11","passed","2026-08-11","Home page","UI tests","",""
"","1985","Guest form reports an invalid email and phone","Restful Booker Platform","2026-08-11","passed","2026-08-11","Room reservation","UI tests","",""
"","298","Unknown authentication token is rejected","Restful Booker Platform","2026-08-11","passed","2026-08-11","Authentication service","API tests","",""
"","246","Booked room is excluded from matching availability search","Restful Booker Platform","2026-08-11","passed","2026-08-11","Room service","API tests","",""
"","0","test_booking_collection_finds_exact_unique_guest","Restful Booker Platform","2026-08-11","passed","2026-08-11","API contracts","Framework unit tests","",""
"","1","test_settings_reject_non_positive_timeout","Restful Booker Platform","2026-08-11","passed","2026-08-11","Configuration","Framework unit tests","",""
"","1816","Administrator can sign in","Restful Booker Platform","2026-08-11","passed","2026-08-11","Administration","UI tests","",""
"","2328","User can open a room from the public catalogue","Restful Booker Platform","2026-08-11","passed","2026-08-11","Home page","UI tests","",""
"","252","Anonymous user cannot delete a message","Restful Booker Platform","2026-08-11","passed","2026-08-11","Message service","API tests","",""
"","1408","Contact form reports an invalid email and phone","Restful Booker Platform","2026-08-11","passed","2026-08-11","Home page","UI tests","",""
"","1462","Contact form reports required fields","Restful Booker Platform","2026-08-11","passed","2026-08-11","Home page","UI tests","",""
"","1","test_cleanup_reports_failure_after_attempting_remaining_resources","Restful Booker Platform","2026-08-11","passed","2026-08-11","Resource lifecycle","Framework unit tests","",""
"","967","Primary navigation opens the contact section","Restful Booker Platform","2026-08-11","passed","2026-08-11","Home page","UI tests","",""
"","2019","Administrator can sign in","Restful Booker Platform","2026-08-11","passed","2026-08-11","Administration","UI tests","",""
"","2385","Guest form reports an invalid email and phone","Restful Booker Platform","2026-08-11","passed","2026-08-11","Room reservation","UI tests","",""
"","1","test_request_log_fields_redact_credentials_headers_and_cookies","Restful Booker Platform","2026-08-11","passed","2026-08-11","HTTP diagnostics","Framework unit tests","",""
"","255","New room report matches the public contract","Restful Booker Platform","2026-08-11","passed","2026-08-11","Report service","API tests","",""
"","659","Administrator can create an isolated room","Restful Booker Platform","2026-08-11","passed","2026-08-11","Room service","API tests","",""
"","5133","User can open a room from the public catalogue","Restful Booker Platform","2026-08-11","passed","2026-08-11","Home page","UI tests","",""
"","518","Guest can create a booking for an isolated room","Restful Booker Platform","2026-08-11","passed","2026-08-11","Booking service","API tests","",""
"","473","Administrator can mark a contact message as read","Restful Booker Platform","2026-08-11","passed","2026-08-11","Message service","API tests","",""
"","3240","Logout removes access to administration","Restful Booker Platform","2026-08-11","passed","2026-08-11","Administration","UI tests","",""
"","398","Anonymous user cannot delete a room","Restful Booker Platform","2026-08-11","passed","2026-08-11","Room service","API tests","",""
"","291","Unknown room identifier returns not found","Restful Booker Platform","2026-08-11","skipped","2026-08-11","Room service","API tests","",""
"","1229","Primary navigation opens the contact section","Restful Booker Platform","2026-08-11","passed","2026-08-11","Home page","UI tests","",""
"","1149","User can cancel guest details entry","Restful Booker Platform","2026-08-11","passed","2026-08-11","Room reservation","UI tests","",""
"","938","Price summary reflects the selected stay","Restful Booker Platform","2026-08-11","passed","2026-08-11","Room reservation","UI tests","",""
"","1","test_report_step_uses_fixed_title_and_preserves_function_metadata","Restful Booker Platform","2026-08-11","passed","2026-08-11","Reporting","Framework unit tests","",""
"","815","Selected room details are displayed","Restful Booker Platform","2026-08-11","passed","2026-08-11","Room reservation","UI tests","",""
"","280","Room collection matches the public contract","Restful Booker Platform","2026-08-11","passed","2026-08-11","Room service","API tests","",""
"","770","A newly issued token is accepted by validation","Restful Booker Platform","2026-08-11","passed","2026-08-11","Authentication service","API tests","",""
