"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3151","Logout removes access to administration","Restful Booker Platform","2026-09-01","passed","2026-09-01","Administration","UI tests","",""
"","1744","Administrator can open the booking report","Restful Booker Platform","2026-09-01","passed","2026-09-01","Administration","UI tests","",""
"","334","Guest can create a contact message","Restful Booker Platform","2026-09-01","passed","2026-09-01","Message service","API tests","",""
"","1893","Contact form reports an invalid email and phone","Restful Booker Platform","2026-09-01","passed","2026-09-01","Home page","UI tests","",""
"","1","test_cleanup_removes_resources_in_reverse_creation_order","Restful Booker Platform","2026-09-01","passed","2026-09-01","Resource lifecycle","Framework unit tests","",""
"","1","test_cleanup_rediscovers_room_when_setup_failed_before_id_was_known","Restful Booker Platform","2026-09-01","passed","2026-09-01","Resource lifecycle","Framework unit tests","",""
"","1737","Invalid administrator credentials are rejected","Restful Booker Platform","2026-09-01","passed","2026-09-01","Administration","UI tests","",""
"","173","New room report matches the public contract","Restful Booker Platform","2026-09-01","passed","2026-09-01","Report service","API tests","",""
"","151","Unknown authentication token is rejected","Restful Booker Platform","2026-09-01","passed","2026-09-01","Authentication service","API tests","",""
"","121","Anonymous user cannot create a room","Restful Booker Platform","2026-09-01","passed","2026-09-01","Room service","API tests","",""
"","0","test_settings_reject_non_positive_timeout","Restful Booker Platform","2026-09-01","passed","2026-09-01","Configuration","Framework unit tests","",""
"","1484","Selected room details are displayed","Restful Booker Platform","2026-09-01","passed","2026-09-01","Room reservation","UI tests","",""
"","1838","User can submit a valid contact message","Restful Booker Platform","2026-09-01","passed","2026-09-01","Home page","UI tests","",""
"","1290","Invalid administrator credentials are rejected","Restful Booker Platform","2026-09-01","passed","2026-09-01","Administration","UI tests","",""
"","0","test_report_step_uses_fixed_title_and_preserves_function_metadata","Restful Booker Platform","2026-09-01","passed","2026-09-01","Reporting","Framework unit tests","",""
"","2013","Logout removes access to administration","Restful Booker Platform","2026-09-01","passed","2026-09-01","Administration","UI tests","",""
"","878","Contact form reports required fields","Restful Booker Platform","2026-09-01","passed","2026-09-01","Home page","UI tests","",""
"","0","test_request_log_fields_redact_credentials_headers_and_cookies","Restful Booker Platform","2026-09-01","passed","2026-09-01","HTTP diagnostics","Framework unit tests","",""
"","0","test_booking_collection_finds_exact_unique_guest","Restful Booker Platform","2026-09-01","passed","2026-09-01","API contracts","Framework unit tests","",""
"","763","Selected room details are displayed","Restful Booker Platform","2026-09-01","passed","2026-09-01","Room reservation","UI tests","",""
"","101","Overlapping booking for the same room is rejected","Restful Booker Platform","2026-09-01","passed","2026-09-01","Booking service","API tests","",""
"","0","test_booking_request_serializes_external_field_names","Restful Booker Platform","2026-09-01","passed","2026-09-01","API contracts","Framework unit tests","",""
"","3005","Administrator can open the booking report","Restful Booker Platform","2026-09-01","passed","2026-09-01","Administration","UI tests","",""
"","1","test_schema_registry_reports_every_violation_with_json_path","Restful Booker Platform","2026-09-01","passed","2026-09-01","Schema validation","Framework unit tests","",""
"","964","User can cancel guest details entry","Restful Booker Platform","2026-09-01","passed","2026-09-01","Room reservation","UI tests","",""
"","217","Branding matches the public contract","Restful Booker Platform","2026-09-01","passed","2026-09-01","Branding service","API tests","",""
"","1085","Guest form reports required names","Restful Booker Platform","2026-09-01","passed","2026-09-01","Room reservation","UI tests","",""
"","966","User can submit a valid contact message","Restful Booker Platform","2026-09-01","passed","2026-09-01","Home page","UI tests","",""
"","454","A newly issued token is accepted by validation","Restful Booker Platform","2026-09-01","passed","2026-09-01","Authentication service","API tests","",""
"","2","test_schema_registry_accepts_valid_contract","Restful Booker Platform","2026-09-01","passed","2026-09-01","Schema validation","Framework unit tests","",""
"","224","Administrator can mark a contact message as read","Restful Booker Platform","2026-09-01","passed","2026-09-01","Message service","API tests","",""
"","102","Booking rejects checkout before check-in","Restful Booker Platform","2026-09-01","passed","2026-09-01","Booking service","API tests","",""
"","1965","Guest form reports an invalid email and phone","Restful Booker Platform","2026-09-01","passed","2026-09-01","Room reservation","UI tests","",""
"","1","test_cleanup_accepts_failed_delete_when_resource_is_already_absent","Restful Booker Platform","2026-09-01","passed","2026-09-01","Resource lifecycle","Framework unit tests","",""
"","124","Created booking appears as an unavailable room period","Restful Booker Platform","2026-09-01","passed","2026-09-01","Report service","API tests","",""
"","123","Anonymous user cannot delete a room","Restful Booker Platform","2026-09-01","passed","2026-09-01","Room service","API tests","",""
"","1470","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-09-01","passed","2026-09-01","Administration","UI tests","",""
"","1324","Guest form reports an invalid email and phone","Restful Booker Platform","2026-09-01","passed","2026-09-01","Room reservation","UI tests","",""
"","1172","Selected room details are displayed","Restful Booker Platform","2026-09-01","passed","2026-09-01","Room reservation","UI tests","",""
"","144","Booked room is excluded from matching availability search","Restful Booker Platform","2026-09-01","passed","2026-09-01","Room service","API tests","",""
