"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1300","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-09-21","passed","2026-09-21","Administration","UI tests","",""
"","305","Branding matches the public contract","Restful Booker Platform","2026-09-21","passed","2026-09-21","Branding service","API tests","",""
"","1196","User can submit a valid contact message","Restful Booker Platform","2026-09-21","passed","2026-09-21","Home page","UI tests","",""
"","251","Anonymous user cannot delete a message","Restful Booker Platform","2026-09-21","passed","2026-09-21","Message service","API tests","",""
"","2423","Logout removes access to administration","Restful Booker Platform","2026-09-21","passed","2026-09-21","Administration","UI tests","",""
"","0","test_report_step_uses_fixed_title_and_preserves_function_metadata","Restful Booker Platform","2026-09-21","passed","2026-09-21","Reporting","Framework unit tests","",""
"","1","test_request_log_fields_redact_credentials_headers_and_cookies","Restful Booker Platform","2026-09-21","passed","2026-09-21","HTTP diagnostics","Framework unit tests","",""
"","160","Created room can be retrieved by identifier","Restful Booker Platform","2026-09-21","passed","2026-09-21","Room service","API tests","",""
"","1972","Administrator can open the booking report","Restful Booker Platform","2026-09-21","passed","2026-09-21","Administration","UI tests","",""
"","785","Selected room details are displayed","Restful Booker Platform","2026-09-21","passed","2026-09-21","Room reservation","UI tests","",""
"","904","Primary navigation opens the contact section","Restful Booker Platform","2026-09-21","passed","2026-09-21","Home page","UI tests","",""
"","0","test_settings_reject_non_positive_timeout","Restful Booker Platform","2026-09-21","passed","2026-09-21","Configuration","Framework unit tests","",""
"","1421","Administrator can sign in","Restful Booker Platform","2026-09-21","passed","2026-09-21","Administration","UI tests","",""
"","787","Price summary reflects the selected stay","Restful Booker Platform","2026-09-21","passed","2026-09-21","Room reservation","UI tests","",""
"","339","Booking rejects checkout before check-in","Restful Booker Platform","2026-09-21","passed","2026-09-21","Booking service","API tests","",""
"","993","User can cancel guest details entry","Restful Booker Platform","2026-09-21","passed","2026-09-21","Room reservation","UI tests","",""
"","1433","Contact form reports an invalid email and phone","Restful Booker Platform","2026-09-21","passed","2026-09-21","Home page","UI tests","",""
"","1950","Guest form reports required names","Restful Booker Platform","2026-09-21","passed","2026-09-21","Room reservation","UI tests","",""
"","167","Administrator can retrieve a booking by identifier","Restful Booker Platform","2026-09-21","passed","2026-09-21","Booking service","API tests","",""
"","0","test_token_response_rejects_non_string_token","Restful Booker Platform","2026-09-21","passed","2026-09-21","API contracts","Framework unit tests","",""
"","795","Selected room details are displayed","Restful Booker Platform","2026-09-21","passed","2026-09-21","Room reservation","UI tests","",""
"","0","test_settings_use_safe_sandbox_defaults","Restful Booker Platform","2026-09-21","passed","2026-09-21","Configuration","Framework unit tests","",""
