"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","840","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-09-10","passed","2026-09-10","Administration","UI tests","",""
"","4436","User can open a room from the public catalogue","Restful Booker Platform","2026-09-10","passed","2026-09-10","Home page","UI tests","",""
"","961","Invalid administrator credentials are rejected","Restful Booker Platform","2026-09-10","passed","2026-09-10","Administration","UI tests","",""
"","475","Unknown authentication token is rejected","Restful Booker Platform","2026-09-10","passed","2026-09-10","Authentication service","API tests","",""
"","2300","Contact form reports an invalid email and phone","Restful Booker Platform","2026-09-10","passed","2026-09-10","Home page","UI tests","",""
"","1675","Guest form reports an invalid email and phone","Restful Booker Platform","2026-09-10","passed","2026-09-10","Room reservation","UI tests","",""
"","455","Guest can create a contact message","Restful Booker Platform","2026-09-10","passed","2026-09-10","Message service","API tests","",""
"","1637","User can cancel guest details entry","Restful Booker Platform","2026-09-10","passed","2026-09-10","Room reservation","UI tests","",""
"","2006","Guest form reports an invalid email and phone","Restful Booker Platform","2026-09-10","passed","2026-09-10","Room reservation","UI tests","",""
"","200","Anonymous user cannot create a room","Restful Booker Platform","2026-09-10","passed","2026-09-10","Room service","API tests","",""
"","1171","Selected room details are displayed","Restful Booker Platform","2026-09-10","passed","2026-09-10","Room reservation","UI tests","",""
"","1718","User can cancel guest details entry","Restful Booker Platform","2026-09-10","passed","2026-09-10","Room reservation","UI tests","",""
"","1778","Logout removes access to administration","Restful Booker Platform","2026-09-10","passed","2026-09-10","Administration","UI tests","",""
"","161","Booked room is excluded from matching availability search","Restful Booker Platform","2026-09-10","passed","2026-09-10","Room service","API tests","",""
"","690","Primary navigation opens the contact section","Restful Booker Platform","2026-09-10","passed","2026-09-10","Home page","UI tests","",""
"","0","test_settings_apply_environment_overrides","Restful Booker Platform","2026-09-10","passed","2026-09-10","Configuration","Framework unit tests","",""
"","1970","Invalid administrator credentials are rejected","Restful Booker Platform","2026-09-10","passed","2026-09-10","Administration","UI tests","",""
"","1","test_cleanup_removes_resources_in_reverse_creation_order","Restful Booker Platform","2026-09-10","passed","2026-09-10","Resource lifecycle","Framework unit tests","",""
"","1688","Contact form reports required fields","Restful Booker Platform","2026-09-10","passed","2026-09-10","Home page","UI tests","",""
"","244","Booking rejects checkout before check-in","Restful Booker Platform","2026-09-10","passed","2026-09-10","Booking service","API tests","",""
"","3712","Administrator can open the booking report","Restful Booker Platform","2026-09-10","passed","2026-09-10","Administration","UI tests","",""
"","306","Room collection matches the public contract","Restful Booker Platform","2026-09-10","passed","2026-09-10","Room service","API tests","",""
"","3697","Logout removes access to administration","Restful Booker Platform","2026-09-10","passed","2026-09-10","Administration","UI tests","",""
"","1","test_cleanup_reports_failure_after_attempting_remaining_resources","Restful Booker Platform","2026-09-10","passed","2026-09-10","Resource lifecycle","Framework unit tests","",""
"","457","Administrator can create an isolated room","Restful Booker Platform","2026-09-10","passed","2026-09-10","Room service","API tests","",""
"","305","Unknown room identifier returns not found","Restful Booker Platform","2026-09-10","skipped","2026-09-10","Room service","API tests","",""
"","312","Administrator can mark a contact message as read","Restful Booker Platform","2026-09-10","passed","2026-09-10","Message service","API tests","",""
