"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1544","Price summary reflects the selected stay","Restful Booker Platform","2026-08-16","passed","2026-08-16","Room reservation","UI tests","",""
"","261","Unknown room identifier returns not found","Restful Booker Platform","2026-08-16","skipped","2026-08-16","Room service","API tests","",""
"","968","Selected room details are displayed","Restful Booker Platform","2026-08-16","passed","2026-08-16","Room reservation","UI tests","",""
"","772","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-08-16","passed","2026-08-16","Administration","UI tests","",""
"","0","test_report_step_uses_fixed_title_and_preserves_function_metadata","Restful Booker Platform","2026-08-16","passed","2026-08-16","Reporting","Framework unit tests","",""
"","0","test_report_step_propagates_wrapped_exception","Restful Booker Platform","2026-08-16","passed","2026-08-16","Reporting","Framework unit tests","",""
"","0","test_room_response_parses_api_payload_into_immutable_types","Restful Booker Platform","2026-08-16","passed","2026-08-16","API contracts","Framework unit tests","",""
"","3009","User can submit a valid contact message","Restful Booker Platform","2026-08-16","passed","2026-08-16","Home page","UI tests","",""
"","486","Administrator can mark a contact message as read","Restful Booker Platform","2026-08-16","passed","2026-08-16","Message service","API tests","",""
"","786","Primary navigation opens the contact section","Restful Booker Platform","2026-08-16","passed","2026-08-16","Home page","UI tests","",""
"","916","User can cancel guest details entry","Restful Booker Platform","2026-08-16","passed","2026-08-16","Room reservation","UI tests","",""
"","262","Anonymous user cannot create a room","Restful Booker Platform","2026-08-16","passed","2026-08-16","Room service","API tests","",""
"","1","test_cleanup_rediscovers_room_when_setup_failed_before_id_was_known","Restful Booker Platform","2026-08-16","passed","2026-08-16","Resource lifecycle","Framework unit tests","",""
"","2070","Guest form reports required names","Restful Booker Platform","2026-08-16","passed","2026-08-16","Room reservation","UI tests","",""
"","1","test_cleanup_reports_failure_after_attempting_remaining_resources","Restful Booker Platform","2026-08-16","passed","2026-08-16","Resource lifecycle","Framework unit tests","",""
"","1455","Primary navigation opens the contact section","Restful Booker Platform","2026-08-16","passed","2026-08-16","Home page","UI tests","",""
