"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2103","Contact form reports required fields","Restful Booker Platform","2026-08-23","passed","2026-08-23","Home page","UI tests","",""
"","5269","Logout removes access to administration","Restful Booker Platform","2026-08-23","passed","2026-08-23","Administration","UI tests","",""
"","5199","User can open a room from the public catalogue","Restful Booker Platform","2026-08-23","passed","2026-08-23","Home page","UI tests","",""
"","392","Contact message rejects an invalid email","Restful Booker Platform","2026-08-23","passed","2026-08-23","Message service","API tests","",""
"","3826","Contact form reports an invalid email and phone","Restful Booker Platform","2026-08-23","passed","2026-08-23","Home page","UI tests","",""
"","354","Anonymous user cannot list room bookings","Restful Booker Platform","2026-08-23","passed","2026-08-23","Booking service","API tests","",""
"","0","test_settings_use_safe_sandbox_defaults","Restful Booker Platform","2026-08-23","passed","2026-08-23","Configuration","Framework unit tests","",""
"","0","test_response_log_fields_redact_nested_json_and_sensitive_headers","Restful Booker Platform","2026-08-23","passed","2026-08-23","HTTP diagnostics","Framework unit tests","",""
"","2297","Contact form reports an invalid email and phone","Restful Booker Platform","2026-08-23","passed","2026-08-23","Home page","UI tests","",""
"","0","test_report_step_uses_fixed_title_and_preserves_function_metadata","Restful Booker Platform","2026-08-23","passed","2026-08-23","Reporting","Framework unit tests","",""
"","390","Created booking appears as an unavailable room period","Restful Booker Platform","2026-08-23","passed","2026-08-23","Report service","API tests","",""
"","0","test_report_step_propagates_wrapped_exception","Restful Booker Platform","2026-08-23","passed","2026-08-23","Reporting","Framework unit tests","",""
"","3356","Administrator can open the booking report","Restful Booker Platform","2026-08-23","passed","2026-08-23","Administration","UI tests","",""
"","760","Guest can create a booking for an isolated room","Restful Booker Platform","2026-08-23","passed","2026-08-23","Booking service","API tests","",""
"","0","test_room_response_parses_api_payload_into_immutable_types","Restful Booker Platform","2026-08-23","passed","2026-08-23","API contracts","Framework unit tests","",""
"","2767","Guest form reports an invalid email and phone","Restful Booker Platform","2026-08-23","passed","2026-08-23","Room reservation","UI tests","",""
"","435","Invalid credentials are rejected","Restful Booker Platform","2026-08-23","passed","2026-08-23","Authentication service","API tests","",""
"","3317","User can open a room from the public catalogue","Restful Booker Platform","2026-08-23","passed","2026-08-23","Home page","UI tests","",""
"","1590","Price summary reflects the selected stay","Restful Booker Platform","2026-08-23","passed","2026-08-23","Room reservation","UI tests","",""
"","4618","Logout removes access to administration","Restful Booker Platform","2026-08-23","passed","2026-08-23","Administration","UI tests","",""
"","503","Created room can be retrieved by identifier","Restful Booker Platform","2026-08-23","passed","2026-08-23","Room service","API tests","",""
"","1486","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-08-23","passed","2026-08-23","Administration","UI tests","",""
"","572","New room report matches the public contract","Restful Booker Platform","2026-08-23","passed","2026-08-23","Report service","API tests","",""
"","529","Overlapping booking for the same room is rejected","Restful Booker Platform","2026-08-23","passed","2026-08-23","Booking service","API tests","",""
"","0","test_response_log_fields_truncate_large_text_body","Restful Booker Platform","2026-08-23","passed","2026-08-23","HTTP diagnostics","Framework unit tests","",""
"","2793","User can submit a valid contact message","Restful Booker Platform","2026-08-23","passed","2026-08-23","Home page","UI tests","",""
"","1","test_cleanup_accepts_failed_delete_when_resource_is_already_absent","Restful Booker Platform","2026-08-23","passed","2026-08-23","Resource lifecycle","Framework unit tests","",""
"","2487","Contact form reports required fields","Restful Booker Platform","2026-08-23","passed","2026-08-23","Home page","UI tests","",""
"","0","test_settings_reject_non_positive_timeout","Restful Booker Platform","2026-08-23","passed","2026-08-23","Configuration","Framework unit tests","",""
"","1603","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-08-23","passed","2026-08-23","Administration","UI tests","",""
"","1","test_request_log_fields_redact_credentials_headers_and_cookies","Restful Booker Platform","2026-08-23","passed","2026-08-23","HTTP diagnostics","Framework unit tests","",""
"","1425","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-08-23","passed","2026-08-23","Administration","UI tests","",""
"","749","Administrator can mark a contact message as read","Restful Booker Platform","2026-08-23","passed","2026-08-23","Message service","API tests","",""
"","2919","Guest form reports required names","Restful Booker Platform","2026-08-23","passed","2026-08-23","Room reservation","UI tests","",""
"","0","test_booking_collection_finds_exact_unique_guest","Restful Booker Platform","2026-08-23","passed","2026-08-23","API contracts","Framework unit tests","",""
"","752","Administrator can create an isolated room","Restful Booker Platform","2026-08-23","passed","2026-08-23","Room service","API tests","",""
"","1549","User can cancel guest details entry","Restful Booker Platform","2026-08-23","passed","2026-08-23","Room reservation","UI tests","",""
"","377","Unknown message identifier returns not found","Restful Booker Platform","2026-08-23","skipped","2026-08-23","Message service","API tests","",""
"","590","Branding matches the public contract","Restful Booker Platform","2026-08-23","passed","2026-08-23","Branding service","API tests","",""
"","380","Administrator can retrieve a booking by identifier","Restful Booker Platform","2026-08-23","passed","2026-08-23","Booking service","API tests","",""
"","1666","Primary navigation opens the contact section","Restful Booker Platform","2026-08-23","passed","2026-08-23","Home page","UI tests","",""
"","352","Booking rejects invalid guest details","Restful Booker Platform","2026-08-23","passed","2026-08-23","Booking service","API tests","",""
"","379","Anonymous user cannot delete a message","Restful Booker Platform","2026-08-23","passed","2026-08-23","Message service","API tests","",""
"","2519","Administrator can sign in","Restful Booker Platform","2026-08-23","passed","2026-08-23","Administration","UI tests","",""
"","386","Booked room is excluded from matching availability search","Restful Booker Platform","2026-08-23","passed","2026-08-23","Room service","API tests","",""
"","368","Booking rejects checkout before check-in","Restful Booker Platform","2026-08-23","passed","2026-08-23","Booking service","API tests","",""
"","2378","Guest form reports required names","Restful Booker Platform","2026-08-23","passed","2026-08-23","Room reservation","UI tests","",""
"","1","test_cleanup_reports_failure_after_attempting_remaining_resources","Restful Booker Platform","2026-08-23","passed","2026-08-23","Resource lifecycle","Framework unit tests","",""
"","3695","User can open a room from the public catalogue","Restful Booker Platform","2026-08-23","passed","2026-08-23","Home page","UI tests","",""
"","2019","Invalid administrator credentials are rejected","Restful Booker Platform","2026-08-23","passed","2026-08-23","Administration","UI tests","",""
"","2","test_schema_registry_accepts_valid_contract","Restful Booker Platform","2026-08-23","passed","2026-08-23","Schema validation","Framework unit tests","",""
"","0","test_response_log_fields_fall_back_to_text_for_invalid_json","Restful Booker Platform","2026-08-23","passed","2026-08-23","HTTP diagnostics","Framework unit tests","",""
"","2422","Invalid administrator credentials are rejected","Restful Booker Platform","2026-08-23","passed","2026-08-23","Administration","UI tests","",""
"","2799","Administrator can sign in","Restful Booker Platform","2026-08-23","passed","2026-08-23","Administration","UI tests","",""
"","1531","Selected room details are displayed","Restful Booker Platform","2026-08-23","passed","2026-08-23","Room reservation","UI tests","",""
"","1469","Selected room details are displayed","Restful Booker Platform","2026-08-23","passed","2026-08-23","Room reservation","UI tests","",""
"","384","Room collection matches the public contract","Restful Booker Platform","2026-08-23","passed","2026-08-23","Room service","API tests","",""
"","2961","Guest form reports required names","Restful Booker Platform","2026-08-23","passed","2026-08-23","Room reservation","UI tests","",""
"","2472","User can submit a valid contact message","Restful Booker Platform","2026-08-23","passed","2026-08-23","Home page","UI tests","",""
"","4186","Administrator can open the booking report","Restful Booker Platform","2026-08-23","passed","2026-08-23","Administration","UI tests","",""
"","2492","User can submit a valid contact message","Restful Booker Platform","2026-08-23","passed","2026-08-23","Home page","UI tests","",""
"","473","Unknown room identifier returns not found","Restful Booker Platform","2026-08-23","skipped","2026-08-23","Room service","API tests","",""
"","2220","Contact form reports required fields","Restful Booker Platform","2026-08-23","passed","2026-08-23","Home page","UI tests","",""
"","875","A newly issued token is accepted by validation","Restful Booker Platform","2026-08-23","passed","2026-08-23","Authentication service","API tests","",""
"","762","Guest can create a contact message","Restful Booker Platform","2026-08-23","passed","2026-08-23","Message service","API tests","",""
"","1","test_booking_request_serializes_external_field_names","Restful Booker Platform","2026-08-23","passed","2026-08-23","API contracts","Framework unit tests","",""
"","3816","Administrator can open the booking report","Restful Booker Platform","2026-08-23","passed","2026-08-23","Administration","UI tests","",""
"","498","Valid credentials return the token contract","Restful Booker Platform","2026-08-23","passed","2026-08-23","Authentication service","API tests","",""
"","2666","Contact form reports an invalid email and phone","Restful Booker Platform","2026-08-23","passed","2026-08-23","Home page","UI tests","",""
"","377","Anonymous user cannot retrieve a booking by identifier","Restful Booker Platform","2026-08-23","passed","2026-08-23","Booking service","API tests","",""
"","1","test_token_response_rejects_non_string_token","Restful Booker Platform","2026-08-23","passed","2026-08-23","API contracts","Framework unit tests","",""
"","1446","Price summary reflects the selected stay","Restful Booker Platform","2026-08-23","passed","2026-08-23","Room reservation","UI tests","",""
"","1","test_cleanup_rediscovers_room_when_setup_failed_before_id_was_known","Restful Booker Platform","2026-08-23","passed","2026-08-23","Resource lifecycle","Framework unit tests","",""
"","1682","Primary navigation opens the contact section","Restful Booker Platform","2026-08-23","passed","2026-08-23","Home page","UI tests","",""
"","2475","Administrator can sign in","Restful Booker Platform","2026-08-23","passed","2026-08-23","Administration","UI tests","",""
"","0","test_settings_apply_environment_overrides","Restful Booker Platform","2026-08-23","passed","2026-08-23","Configuration","Framework unit tests","",""
"","395","Anonymous user cannot create a room","Restful Booker Platform","2026-08-23","passed","2026-08-23","Room service","API tests","",""
"","440","Unknown authentication token is rejected","Restful Booker Platform","2026-08-23","passed","2026-08-23","Authentication service","API tests","",""
"","1854","User can cancel guest details entry","Restful Booker Platform","2026-08-23","passed","2026-08-23","Room reservation","UI tests","",""
"","2426","Guest form reports an invalid email and phone","Restful Booker Platform","2026-08-23","passed","2026-08-23","Room reservation","UI tests","",""
"","4945","Logout removes access to administration","Restful Booker Platform","2026-08-23","passed","2026-08-23","Administration","UI tests","",""
"","1676","Invalid administrator credentials are rejected","Restful Booker Platform","2026-08-23","passed","2026-08-23","Administration","UI tests","",""
"","1442","Price summary reflects the selected stay","Restful Booker Platform","2026-08-23","passed","2026-08-23","Room reservation","UI tests","",""
"","364","Anonymous user cannot delete a room","Restful Booker Platform","2026-08-23","passed","2026-08-23","Room service","API tests","",""
"","1","test_cleanup_removes_resources_in_reverse_creation_order","Restful Booker Platform","2026-08-23","passed","2026-08-23","Resource lifecycle","Framework unit tests","",""
"","1813","User can cancel guest details entry","Restful Booker Platform","2026-08-23","passed","2026-08-23","Room reservation","UI tests","",""
"","1","test_schema_registry_reports_every_violation_with_json_path","Restful Booker Platform","2026-08-23","passed","2026-08-23","Schema validation","Framework unit tests","",""
"","1695","Selected room details are displayed","Restful Booker Platform","2026-08-23","passed","2026-08-23","Room reservation","UI tests","",""
"","1554","Primary navigation opens the contact section","Restful Booker Platform","2026-08-23","passed","2026-08-23","Home page","UI tests","",""
"","2667","Guest form reports an invalid email and phone","Restful Booker Platform","2026-08-23","passed","2026-08-23","Room reservation","UI tests","",""
