"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","899","Selected room details are displayed","Restful Booker Platform","2026-09-05","passed","2026-09-05","Room reservation","UI tests","",""
"","1802","User can open a room from the public catalogue","Restful Booker Platform","2026-09-05","passed","2026-09-05","Home page","UI tests","",""
"","1057","User can cancel guest details entry","Restful Booker Platform","2026-09-05","passed","2026-09-05","Room reservation","UI tests","",""
"","818","User can cancel guest details entry","Restful Booker Platform","2026-09-05","passed","2026-09-05","Room reservation","UI tests","",""
"","774","Selected room details are displayed","Restful Booker Platform","2026-09-05","passed","2026-09-05","Room reservation","UI tests","",""
"","153","Anonymous user cannot delete a message","Restful Booker Platform","2026-09-05","passed","2026-09-05","Message service","API tests","",""
"","138","Overlapping booking for the same room is rejected","Restful Booker Platform","2026-09-05","passed","2026-09-05","Booking service","API tests","",""
"","1084","User can submit a valid contact message","Restful Booker Platform","2026-09-05","passed","2026-09-05","Home page","UI tests","",""
"","0","test_room_response_parses_api_payload_into_immutable_types","Restful Booker Platform","2026-09-05","passed","2026-09-05","API contracts","Framework unit tests","",""
"","1247","Contact form reports required fields","Restful Booker Platform","2026-09-05","passed","2026-09-05","Home page","UI tests","",""
"","690","Selected room details are displayed","Restful Booker Platform","2026-09-05","passed","2026-09-05","Room reservation","UI tests","",""
"","1773","Guest form reports required names","Restful Booker Platform","2026-09-05","passed","2026-09-05","Room reservation","UI tests","",""
"","2062","Administrator can open the booking report","Restful Booker Platform","2026-09-05","passed","2026-09-05","Administration","UI tests","",""
"","1867","Logout removes access to administration","Restful Booker Platform","2026-09-05","passed","2026-09-05","Administration","UI tests","",""
"","175","New room report matches the public contract","Restful Booker Platform","2026-09-05","passed","2026-09-05","Report service","API tests","",""
"","173","Branding matches the public contract","Restful Booker Platform","2026-09-05","passed","2026-09-05","Branding service","API tests","",""
"","172","Booked room is excluded from matching availability search","Restful Booker Platform","2026-09-05","passed","2026-09-05","Room service","API tests","",""
"","1139","Administrator can sign in","Restful Booker Platform","2026-09-05","passed","2026-09-05","Administration","UI tests","",""
"","515","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-09-05","passed","2026-09-05","Administration","UI tests","",""
"","321","Invalid credentials are rejected","Restful Booker Platform","2026-09-05","passed","2026-09-05","Authentication service","API tests","",""
"","0","test_report_step_propagates_wrapped_exception","Restful Booker Platform","2026-09-05","passed","2026-09-05","Reporting","Framework unit tests","",""
"","1379","Contact form reports an invalid email and phone","Restful Booker Platform","2026-09-05","passed","2026-09-05","Home page","UI tests","",""
"","0","test_response_log_fields_fall_back_to_text_for_invalid_json","Restful Booker Platform","2026-09-05","passed","2026-09-05","HTTP diagnostics","Framework unit tests","",""
"","162","Created room can be retrieved by identifier","Restful Booker Platform","2026-09-05","passed","2026-09-05","Room service","API tests","",""
"","1","test_cleanup_reports_failure_after_attempting_remaining_resources","Restful Booker Platform","2026-09-05","passed","2026-09-05","Resource lifecycle","Framework unit tests","",""
"","643","Protected rooms redirect an anonymous user to login","Restful Booker Platform","2026-09-05","passed","2026-09-05","Administration","UI tests","",""
"","687","A newly issued token is accepted by validation","Restful Booker Platform","2026-09-05","passed","2026-09-05","Authentication service","API tests","",""
"","231","Administrator can retrieve a booking by identifier","Restful Booker Platform","2026-09-05","passed","2026-09-05","Booking service","API tests","",""
