2026-08-21 02:56:36 | INFO     | restful_booker.api.http | HTTP request | method=POST | url=https://automationintesting.online/api/room | params={} | headers={"Accept":"application/json","Accept-Encoding":"gzip, deflate","Connection":"keep-alive","Content-Type":"application/json","User-Agent":"python-requests/2.34.2"} | cookies={"token":"<redacted>"} | body={"accessible":true,"description":"Automated API lifecycle room 1bd863d4.","features":["TV","WiFi","Safe"],"image":"/images/room2.jpg","roomName":"api-1bd863d4","roomPrice":175,"type":"Double"}
2026-08-21 02:56:36 | INFO     | restful_booker.api.http | HTTP response | method=POST | url=https://automationintesting.online/api/room | status=200 | elapsed_ms=274.6 | headers={"CF-RAY":"a2e65d918b76e7fe-ORD","Connection":"keep-alive","Content-Encoding":"gzip","Content-Type":"application/json","Date":"Fri, 21 Aug 2026 02:56:36 GMT","Nel":"{\"report_to\":\"cf-nel\",\"success_fraction\":0.0,\"max_age\":604800}","Report-To":"{\"group\":\"cf-nel\",\"max_age\":604800,\"endpoints\":[{\"url\":\"https://a.nel.cloudflare.com/report/v4?s=eALqmgaRKswSb6uFFSiqzd3uqAFbh3gjGP212NCc5oD7ixdd8u%2BgEMhqo3J3cDF0xC5CLPDyx%2FZnNE%2BOn6owRveQ5vu0LM%2FwhXYnXYLbTvGsraJErai7hU0thZEDIfEm3xHrKuHUhuC1eryh9g%3D%3D\"}]}","Server":"cloudflare","Transfer-Encoding":"chunked","alt-svc":"h3=\":443\"; ma=86400","cf-cache-status":"DYNAMIC","vary":"rsc, next-router-state-tree, next-router-prefetch, next-router-segment-prefetch","x-hikari-trace":"ord1.x8wt","x-railway-edge":"ord1","x-railway-request-id":"7T8fesqHRoyfbU2dCYBc-A"} | body={"success":true}
2026-08-21 02:56:36 | INFO     | restful_booker.api.http | HTTP request | method=GET | url=https://automationintesting.online/api/room | params={} | headers={"Accept":"application/json","Accept-Encoding":"gzip, deflate","Connection":"keep-alive","User-Agent":"python-requests/2.34.2"} | cookies={} | body={}
2026-08-21 02:56:36 | INFO     | restful_booker.api.http | HTTP response | method=GET | url=https://automationintesting.online/api/room | status=200 | elapsed_ms=494.8 | headers={"CF-RAY":"a2e65d93991c49f1-ORD","Connection":"keep-alive","Content-Encoding":"gzip","Content-Type":"application/json","Date":"Fri, 21 Aug 2026 02:56:36 GMT","Nel":"{\"report_to\":\"cf-nel\",\"success_fraction\":0.0,\"max_age\":604800}","Report-To":"{\"group\":\"cf-nel\",\"max_age\":604800,\"endpoints\":[{\"url\":\"https://a.nel.cloudflare.com/report/v4?s=N%2F3vv%2FrBRJTL5xLXreeGVBPcnp3bRbzQEkQ3kzYAUfFzodLhATc38AKPCe4SDzDSk67stehMnhNM3Ni%2FNnzTp81MNAdNKqGJinJ3Bd7B44rntzNqAOFwMu8f6%2Flr8yHpjdIP3xjOb5QMcpx8Cw%3D%3D\"}]}","Server":"cloudflare","Transfer-Encoding":"chunked","alt-svc":"h3=\":443\"; ma=86400","cf-cache-status":"DYNAMIC","vary":"rsc, next-router-state-tree, next-router-prefetch, next-router-segment-prefetch","x-hikari-trace":"ord1.x8wt","x-railway-edge":"ord1","x-railway-request-id":"MglQyU_yRJu4J84j6WHkDg"} | body={"rooms":[{"accessible":true,"description":"Aenean porttitor mauris sit amet lacinia molestie. In posuere accumsan aliquet. Maecenas sit amet nisl massa. Interdum et malesuada fames ac ante.","features":["TV","WiFi","Safe"],"image":"/images/room1.jpg","roomName":"101","roomPrice":100,"roomid":1,"type":"Single"},{"accessible":true,"description":"Vestibulum sollicitudin, lectus ac mollis consequat, lorem orci ultrices tellus, eleifend euismod tortor dui egestas erat. Phasellus et ipsum nisl. ","features":["TV","Radio","Safe"],"image":"/images/room2.jpg","roomName":"102","roomPrice":150,"roomid":2,"type":"Double"},{"accessible":true,"description":"Etiam metus metus, fringilla ac sagittis id, consequat vel neque. Nunc commodo quis nisl nec posuere. Etiam at accumsan ex. ","features":["Radio","WiFi","Safe"],"image":"/images/room3.jpg","roomName":"103","roomPrice":225,"roomid":3,"type":"Suite"},{"accessible":true,"description":"Automated API lifecycle room 1bd863d4.","features":["TV","WiFi","Safe"],"image":"/images/room2.jpg","roomName":"api-1bd863d4","roomPrice":175,"roomid":8,"type":"Double"}]}
2026-08-21 02:56:36 | INFO     | restful_booker.api.http | HTTP request | method=POST | url=https://automationintesting.online/api/booking | params={} | headers={"Accept":"application/json","Accept-Encoding":"gzip, deflate","Connection":"keep-alive","Content-Type":"application/json","User-Agent":"python-requests/2.34.2"} | cookies={} | body={"bookingdates":{"checkin":"2026-10-20","checkout":"2026-10-22"},"depositpaid":false,"email":"api.6d42017b@example.com","firstname":"Api","lastname":"Guest6d42017b","phone":"01234567890","roomid":8}
2026-08-21 02:56:37 | INFO     | restful_booker.api.http | HTTP response | method=POST | url=https://automationintesting.online/api/booking | status=201 | elapsed_ms=455.2 | headers={"CF-RAY":"a2e65d965b8949f1-ORD","Connection":"keep-alive","Content-Type":"application/json","Date":"Fri, 21 Aug 2026 02:56:37 GMT","Nel":"{\"report_to\":\"cf-nel\",\"success_fraction\":0.0,\"max_age\":604800}","Report-To":"{\"group\":\"cf-nel\",\"max_age\":604800,\"endpoints\":[{\"url\":\"https://a.nel.cloudflare.com/report/v4?s=YrOg3yfgQuy3WDFq%2FnjBfOYajeaO%2BZheac0FMvFCbisDBxjh%2FlStQ0%2F1MKGjBA6uWZAs6okOaKkjzfbZ0OeKznTGn2%2Bu2lNQoJpiZktPbDg6JmZcn%2F1msS4GK846V9Gk9xMFuwPecsl6ofYLNw%3D%3D\"}]}","Server":"cloudflare","Transfer-Encoding":"chunked","alt-svc":"h3=\":443\"; ma=86400","cf-cache-status":"DYNAMIC","vary":"rsc, next-router-state-tree, next-router-prefetch, next-router-segment-prefetch","x-hikari-trace":"ord1.x8wt","x-railway-edge":"ord1","x-railway-request-id":"iSZqlU-DR3ORDHVOYqVb7A"} | body={"bookingdates":{"checkin":"2026-10-20","checkout":"2026-10-22"},"bookingid":5,"depositpaid":false,"firstname":"Api","lastname":"Guest6d42017b","roomid":8}
2026-08-21 02:56:37 | INFO     | restful_booker.api.http | HTTP request | method=GET | url=https://automationintesting.online/api/booking | params={"roomid":8} | headers={"Accept":"application/json","Accept-Encoding":"gzip, deflate","Connection":"keep-alive","User-Agent":"python-requests/2.34.2"} | cookies={"token":"<redacted>"} | body={}
2026-08-21 02:56:37 | INFO     | restful_booker.api.http | HTTP response | method=GET | url=https://automationintesting.online/api/booking?roomid=8 | status=200 | elapsed_ms=267.0 | headers={"CF-RAY":"a2e65d993b49e7fe-ORD","Connection":"keep-alive","Content-Encoding":"gzip","Content-Type":"application/json","Date":"Fri, 21 Aug 2026 02:56:37 GMT","Nel":"{\"report_to\":\"cf-nel\",\"success_fraction\":0.0,\"max_age\":604800}","Report-To":"{\"group\":\"cf-nel\",\"max_age\":604800,\"endpoints\":[{\"url\":\"https://a.nel.cloudflare.com/report/v4?s=n1Sa0kgo1q3YKdN7Ah7WW1yGezD0MmI%2FUVOY3%2FzQCgzjWtfh%2FgutMHzJRJ5wE7gRQnZ%2F9q65Wl2WSgEXG8MaujFomem0%2BpGIjlWkQgImpIKwKV%2BvV5z%2BgqrrN%2B3olf5XSEVaSNpjgvHt%2BzlqVA%3D%3D\"}]}","Server":"cloudflare","Transfer-Encoding":"chunked","alt-svc":"h3=\":443\"; ma=86400","cf-cache-status":"DYNAMIC","vary":"rsc, next-router-state-tree, next-router-prefetch, next-router-segment-prefetch","x-hikari-trace":"ord1.x8wt","x-railway-edge":"ord1","x-railway-request-id":"qhS7OHUWQhy4fncNWUN5dQ"} | body={"bookings":[{"bookingdates":{"checkin":"2026-10-20","checkout":"2026-10-22"},"bookingid":5,"depositpaid":false,"firstname":"Api","lastname":"Guest6d42017b","roomid":8}]}
2026-08-21 02:56:37 | INFO     | restful_booker.api.http | HTTP request | method=GET | url=https://automationintesting.online/api/booking/5 | params={} | headers={"Accept":"application/json","Accept-Encoding":"gzip, deflate","Connection":"keep-alive","User-Agent":"python-requests/2.34.2"} | cookies={"token":"<redacted>"} | body={}
2026-08-21 02:56:37 | INFO     | restful_booker.api.http | HTTP response | method=GET | url=https://automationintesting.online/api/booking/5 | status=200 | elapsed_ms=411.6 | headers={"CF-RAY":"a2e65d9ade9fe7fe-ORD","Connection":"keep-alive","Content-Encoding":"gzip","Content-Type":"application/json","Date":"Fri, 21 Aug 2026 02:56:37 GMT","Nel":"{\"report_to\":\"cf-nel\",\"success_fraction\":0.0,\"max_age\":604800}","Report-To":"{\"group\":\"cf-nel\",\"max_age\":604800,\"endpoints\":[{\"url\":\"https://a.nel.cloudflare.com/report/v4?s=x%2BfceBxQ0%2FMV1v86DIe%2FE4WlsDonQxfv6wRWqJdmsU8vl1lN9ewJtoU6aHxRz4Dovd4ThVdmTNPBbBWER0t4Q871Ap%2BGQPTVyaKdRqiVl4y8EQWsKlvHQv3LsuTmw%2Be%2B2J%2Fygr8xd48GdZe2xA%3D%3D\"}]}","Server":"cloudflare","Transfer-Encoding":"chunked","alt-svc":"h3=\":443\"; ma=86400","cf-cache-status":"DYNAMIC","vary":"Accept-Encoding","x-hikari-trace":"ord1.x8wt","x-railway-edge":"ord1","x-railway-request-id":"PU-VRHLBQEy90kxhpHNmDw"} | body={"bookingdates":{"checkin":"2026-10-20","checkout":"2026-10-22"},"bookingid":5,"depositpaid":false,"firstname":"Api","lastname":"Guest6d42017b","roomid":8}
2026-08-21 02:56:37 | INFO     | restful_booker.api.http | HTTP request | method=DELETE | url=https://automationintesting.online/api/booking/5 | params={} | headers={"Accept":"application/json","Accept-Encoding":"gzip, deflate","Connection":"keep-alive","User-Agent":"python-requests/2.34.2"} | cookies={"token":"<redacted>"} | body={}
