"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","810","Price summary reflects the selected stay","Restful Booker Platform","2026-08-15","passed","2026-08-15","Room reservation","UI tests","",""
"","2606","Guest form reports required names","Restful Booker Platform","2026-08-15","passed","2026-08-15","Room reservation","UI tests","",""
"","0","test_settings_apply_environment_overrides","Restful Booker Platform","2026-08-15","passed","2026-08-15","Configuration","Framework unit tests","",""
"","1463","Price summary reflects the selected stay","Restful Booker Platform","2026-08-15","passed","2026-08-15","Room reservation","UI tests","",""
"","0","test_settings_use_safe_sandbox_defaults","Restful Booker Platform","2026-08-15","passed","2026-08-15","Configuration","Framework unit tests","",""
"","1181","Contact form reports required fields","Restful Booker Platform","2026-08-15","passed","2026-08-15","Home page","UI tests","",""
"","969","Primary navigation opens the contact section","Restful Booker Platform","2026-08-15","passed","2026-08-15","Home page","UI tests","",""
"","211","Created booking appears as an unavailable room period","Restful Booker Platform","2026-08-15","passed","2026-08-15","Report service","API tests","",""
"","1","test_cleanup_reports_failure_after_attempting_remaining_resources","Restful Booker Platform","2026-08-15","passed","2026-08-15","Resource lifecycle","Framework unit tests","",""
"","377","Anonymous user cannot create a room","Restful Booker Platform","2026-08-15","passed","2026-08-15","Room service","API tests","",""
"","0","test_report_step_propagates_wrapped_exception","Restful Booker Platform","2026-08-15","passed","2026-08-15","Reporting","Framework unit tests","",""
"","1434","Primary navigation opens the contact section","Restful Booker Platform","2026-08-15","passed","2026-08-15","Home page","UI tests","",""
"","1","test_cleanup_removes_resources_in_reverse_creation_order","Restful Booker Platform","2026-08-15","passed","2026-08-15","Resource lifecycle","Framework unit tests","",""
"","0","test_request_log_fields_redact_credentials_headers_and_cookies","Restful Booker Platform","2026-08-15","passed","2026-08-15","HTTP diagnostics","Framework unit tests","",""
"","2747","User can submit a valid contact message","Restful Booker Platform","2026-08-15","passed","2026-08-15","Home page","UI tests","",""
"","570","Guest can create a contact message","Restful Booker Platform","2026-08-15","passed","2026-08-15","Message service","API tests","",""
"","0","test_response_log_fields_truncate_large_text_body","Restful Booker Platform","2026-08-15","passed","2026-08-15","HTTP diagnostics","Framework unit tests","",""
"","4361","Logout removes access to administration","Restful Booker Platform","2026-08-15","passed","2026-08-15","Administration","UI tests","",""
"","237","New room report matches the public contract","Restful Booker Platform","2026-08-15","passed","2026-08-15","Report service","API tests","",""
"","905","A newly issued token is accepted by validation","Restful Booker Platform","2026-08-15","passed","2026-08-15","Authentication service","API tests","",""
"","1","test_schema_registry_reports_every_violation_with_json_path","Restful Booker Platform","2026-08-15","passed","2026-08-15","Schema validation","Framework unit tests","",""
